gsis_id,name,position,team,owner_name,is_starter,is_taxi,is_ir,sleeper_id,roster_fetched_at,age,years_exp,injury_status,nfl_status,draft_number,rookie_year,games,avg_opps,avg_targets,avg_carries,avg_snap_pct,avg_fpts,trend_opps,trend_snap,trend_season,baseline_source,trail_pts,season,week,source,pulled_at,proj_pass_att,proj_pass_yds,proj_pass_tds,proj_pass_int,proj_carries,proj_rush_yds,proj_rush_tds,proj_targets,proj_rec,proj_rec_yds,proj_rec_tds,proj_pts_ppr,proj_pts_half,proj_pts_std,proj_opps,proj_carry_share,proj_target_share,proj_pts_league,w_proj,E_opps,E_targets,E_carries,opponent,total_line,home,dvp_rank,mult,E_pts,pts_mix,depth_rank,prev_rank,confidence,conf,flag,why,peak_snap_3g,peak_opps_3g,role_games,role_opps,role_snap,ceiling_pts,median_pts
00-0039901,Keon Coleman,WR,BUF,MrMasculinity,0,0,0,11637,2026-09-22T22:24:22Z,23.4,2,,ACT,33.0,2024,2.0,3.854166666666667,3.854166666666667,0.0,0.63,7.158333333333333,5.0,0.24,current,75% current / 25% prior,7.433333333333334,2026,3,sleeper,2026-09-22T22:24:23Z,,,,,0.04,0.17,0.0,4.17,2.52,34.81,0.17,7.02,5.76,4.5,4.21,0.001,0.135,7.04,0.5,4.0,4.0,0.0,LAC,50.5,1,8.0,1.068,7.7,50% projection,3,3,0.55,Med,,"4.0 exp opps (proj 4, recent 4) · WR3 · 14% of team targets · vs LAC (DvP 8, +7%) · Med confidence",0.757,6.0,13.0,4.8,0.683,13.2,6.8
00-0039894,Xavier Worthy,WR,KC,MrMasculinity,0,0,0,11624,2026-09-22T22:24:22Z,23.4,2,,ACT,28.0,2024,2.0,6.375,6.178571428571429,0.19642857142857142,0.7876785714285715,8.825000000000001,1.0,0.09,current,75% current / 25% prior,6.133333333333333,2026,3,sleeper,2026-09-22T22:24:23Z,,,,,1.14,6.54,0.06,5.65,3.3,44.0,0.31,10.61,8.96,7.31,6.79,0.042,0.186,10.57,0.5,6.6,5.9,0.7,MIA,46.5,0,27.0,0.925,7.7,50% projection,2,2,0.75,High,,"6.6 exp opps (proj 7, recent 6) · WR2 · 19% of team targets · vs MIA (DvP 27, -7%) · High confidence",0.81,8.333,15.0,6.3,0.764,12.4,8.2
00-0039919,Rome Odunze,WR,CHI,MrMasculinity,1,0,0,11620,2026-09-22T22:24:22Z,24.3,2,,ACT,9.0,2024,2.0,4.5,4.5,0.0,0.7152083333333332,8.48125,1.0,0.36,current,75% current / 25% prior,5.766666666666667,2026,3,sleeper,2026-09-22T22:24:23Z,,,,,0.06,0.23,0.0,6.03,3.02,45.09,0.18,8.66,7.16,5.65,6.09,0.002,0.202,8.63,0.5,5.3,5.3,0.0,PHI,41.5,1,20.0,0.978,7.0,50% projection,1,1,0.74,High,,"5.3 exp opps (proj 6, recent 4) · WR1 · 20% of team targets · vs PHI (DvP 20, -2%) · High confidence",0.96,9.0,14.0,6.9,0.849,20.5,7.8
00-0037545,Rashid Shaheed,WR,SEA,MrMasculinity,0,0,0,8676,2026-09-22T22:24:22Z,28.1,4,,ACT,,2022,2.0,5.152777777777778,4.652777777777778,0.5,0.6097222222222223,5.2875,4.0,-0.1,current,75% current / 25% prior,3.1666666666666665,2026,3,sleeper,2026-09-22T22:24:23Z,,,,,0.68,4.52,0.02,4.37,2.61,39.93,0.2,8.38,7.08,5.77,5.05,0.025,0.149,8.38,0.5,5.1,4.5,0.6,WAS,40.5,0,6.0,1.082,6.2,50% projection,2,2,0.78,High,,"5.1 exp opps (proj 5, recent 5) · WR2 · 15% of team targets · vs WAS (DvP 6, +8%) · High confidence",0.793,10.0,18.0,5.9,0.648,14.6,7.5
00-0036309,Darnell Mooney,WR,NYG,MrMasculinity,0,0,0,7090,2026-09-22T22:24:22Z,28.9,6,,ACT,173.0,2020,2.0,3.075,3.075,0.0,0.6885833333333333,5.684166666666666,1.0,0.15,current,75% current / 25% prior,5.5,2026,3,sleeper,2026-09-22T22:24:23Z,,,,,0.06,0.27,0.0,2.65,1.39,22.97,0.07,4.15,3.46,2.76,2.71,0.002,0.092,4.13,0.5,2.9,2.9,0.0,TEN,39.5,1,3.0,1.105,5.3,50% projection,3,3,0.53,Med,,"2.9 exp opps (proj 3, recent 3) · WR3 · 9% of team targets · vs TEN (DvP 3, +10%) · Med confidence",0.94,6.0,17.0,4.5,0.799,9.0,4.7
00-0040138,Jaylin Noel,WR,HOU,MrMasculinity,0,0,0,12536,2026-09-22T22:24:22Z,24.0,1,,ACT,79.0,2025,2.0,3.6029411764705883,3.139705882352941,0.4632352941176471,0.40249999999999997,5.768382352941176,4.0,0.3,current,75% current / 25% prior,5.0,2026,3,sleeper,2026-09-22T22:24:23Z,,,,,0.08,0.31,0.0,1.96,1.28,18.88,0.09,3.78,3.14,2.5,2.04,0.003,0.062,3.74,0.5,2.8,2.5,0.3,IND,43.5,0,2.0,1.112,4.9,50% projection,4,4,0.34,Low,,"2.8 exp opps (proj 2, recent 4) · WR4 · 6% of team targets · vs IND (DvP 2, +11%) · Low confidence",0.373,5.667,2.0,6.5,0.515,11.4,2.2
00-0040867,Makai Lemon,WR,PHI,MrMasculinity,0,0,0,13294,2026-09-22T22:24:22Z,22.3,0,,ACT,20.0,2026,2.0,3.0,2.5,0.5,0.635,2.2,-2.0,-0.01,current,75% current / 25% prior,2.2,2026,3,sleeper,2026-09-22T22:24:23Z,,,,,0.1,0.52,0.0,3.58,2.64,25.89,0.14,6.15,4.83,3.51,3.68,0.003,0.142,6.12,0.5,3.3,3.0,0.3,CHI,41.5,0,18.0,0.992,4.1,50% projection,3,3,0.49,Med,,"3.3 exp opps (proj 4, recent 3) · WR3 · 14% of team targets · vs CHI (DvP 18, -1%) · Med confidence",0.635,3.0,2.0,3.0,0.635,2.4,2.2
00-0040648,Tory Horton,WR,SEA,MrMasculinity,0,0,0,12497,2026-09-22T22:24:22Z,23.8,1,,ACT,166.0,2025,0.0,2.75,2.75,0.0,0.48125,8.1375,0.190476,0.015357,prior,prior season only,6.933333333333334,2026,3,sleeper,2026-09-22T22:24:23Z,,,,,0.06,0.3,0.0,1.87,1.14,16.14,0.12,3.54,2.97,2.4,1.9300000000000002,0.002,0.064,3.5,1.0,1.9,1.9,0.1,WAS,40.5,0,6.0,1.082,3.8,projection only,4,4,0.42,Med,,"1.9 exp opps (proj 2, recent 3) · WR4 · 6% of team targets · vs WAS (DvP 6, +8%) · Med confidence",0.523,3.333,6.0,2.8,0.517,15.3,6.6
00-0041443,Skyler Bell,WR,BUF,MrMasculinity,0,0,0,13402,2026-09-22T22:24:22Z,24.2,0,Out,ACT,125.0,2026,,,,,,,,,,,,2026,3,sleeper,2026-09-22T22:24:23Z,,,,,0.03,0.14,0.0,0.16,0.09,1.16,0.01,0.28,0.23,0.18,0.19,0.001,0.005,0.28,1.0,0.2,0.2,0.0,LAC,50.5,1,8.0,1.068,,projection only,5,5,0.0,Low,OUT,"0.2 exp opps (proj 0) · WR5 · 0% of team targets · vs LAC (DvP 8, +7%) · Low confidence · OUT",,,,,,,
00-0039916,Ricky Pearsall,WR,SF,MrMasculinity,0,0,1,11638,2026-09-22T22:24:22Z,26.0,2,IR,RES,31.0,2024,0.0,6.111111111111111,5.888888888888889,0.2222222222222222,0.7811111111111111,9.844444444444443,-0.2,-0.0175,prior,prior season only,10.833333333333334,2026,3,sleeper,2026-09-22T22:24:23Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,ARI,47.5,1,7.0,1.075,,projection only,9,9,0.0,Low,IR,"0.0 exp opps (proj 0, recent 6) · WR9 · vs ARI (DvP 7, +7%) · Low confidence · IR",0.9,8.333,9.0,6.1,0.781,17.8,9.2
00-0039146,Jayden Reed,WR,GB,MrMasculinity,1,0,0,10222,2026-09-22T22:24:22Z,26.4,3,Out,ACT,50.0,2023,2.0,4.25,4.1,0.15,0.3575,4.825,-6.0,-0.54,current,75% current / 25% prior,4.833333333333333,2026,3,sleeper,2026-09-22T22:24:23Z,,,,,,,,,,,,,,,0.0,,,0.0,0.5,2.1,2.0,0.1,ATL,43.5,1,16.0,1.008,,50% projection,2,2,0.0,Low,OUT,"2.1 exp opps (proj 0, recent 4) · WR2 · vs ATL (DvP 16, +1%) · Low confidence · OUT",0.6,5.667,5.0,5.4,0.568,11.7,8.1
