season,week,gsis_id,name,position,pts
2025,1,00-0033526,Samaje Perine,RB,2.6
2025,1,00-0034844,Saquon Barkley,RB,18.4
2025,1,00-0038951,Sean Tucker,RB,0.2
2025,1,00-0040208,Tahj Brooks,RB,0.0
2025,1,00-0038555,Tank Bigsby,RB,1.2
2025,1,00-0035261,Tony Pollard,RB,7.9
2025,1,00-0036973,Travis Etienne,RB,20.6
2025,1,00-0040734,TreVeyon Henderson,RB,11.1
2025,1,00-0040644,Trevor Etienne,RB,0.4
2025,1,00-0039921,Trey Benson,RB,8.5
2025,1,00-0037276,Ty Chandler,RB,0.0
2025,1,00-0035537,Ty Johnson,RB,2.4
2025,1,00-0037263,Tyler Allgeier,RB,2.4
2025,1,00-0037085,Tyler Badie,RB,3.6
2025,1,00-0039384,Tyrone Tracy Jr.,RB,5.5
2025,1,00-0040476,Ulysses Bentley IV,RB,0.0
2025,1,00-0039746,Will Shipley,RB,2.6
2025,1,00-0040583,Woody Marks,RB,0.3
2025,1,00-0039165,Zach Charbonnet,RB,10.7
2025,1,00-0038040,Zamir White,RB,0.8
2025,1,00-0039793,AJ Barner,TE,1.7
2025,1,00-0036422,Adam Trautman,TE,2.0
2025,1,00-0037292,Andrew Ogletree,TE,0.0
2025,1,00-0032392,Austin Hooper,TE,2.5
2025,1,00-0038935,Brenton Strange,TE,11.9
2025,1,00-0039530,Brevyn Spann-Ford,TE,0.0
2025,1,00-0039338,Brock Bowers,TE,19.8
2025,1,00-0038129,Cade Otton,TE,0.0
2025,1,00-0039359,Cade Stover,TE,8.2
2025,1,00-0037809,Chig Okonkwo,TE,6.4
2025,1,00-0036244,Colby Parkinson,TE,0.4
2025,1,00-0036290,Cole Kmet,TE,4.6
2025,1,00-0039686,Colson Yankoff,TE,0.0
2025,1,00-0040126,Colston Loveland,TE,4.2
2025,1,00-0034351,Dallas Goedert,TE,14.9
2025,1,00-0038933,Dalton Kincaid,TE,16.8
2025,1,00-0034383,Dalton Schultz,TE,7.3
2025,1,00-0038115,Daniel Bellinger,TE,2.9
2025,1,00-0039648,David Martin-Robinson,TE,0.0
2025,1,00-0033885,David Njoku,TE,8.2
2025,1,00-0039074,Davis Allen,TE,8.8
2025,1,00-0035689,Dawson Knox,TE,5.0
2025,1,00-0035631,Drew Sample,TE,0.0
2025,1,00-0040739,Elijah Arroyo,TE,2.2
2025,1,00-0039041,Elijah Higgins,TE,1.8
2025,1,00-0033576,Eric Saubert,TE,0.0
2025,1,00-0033881,Evan Engram,TE,6.6
2025,1,00-0036825,Feleipe Franks,TE,0.0
2025,1,00-0033288,George Kittle,TE,14.5
2025,1,00-0040584,Gunnar Helm,TE,3.1
2025,1,00-0040663,Harold Fannin Jr.,TE,17.1
2025,1,00-0033090,Hunter Henry,TE,12.6
2025,1,00-0037004,Hunter Long,TE,8.1
2025,1,00-0039356,Ja'Tavion Sanders,TE,5.7
2025,1,00-0036741,Jack Stoll,TE,0.0
2025,1,00-0040194,Jackson Hawes,TE,4.4
2025,1,00-0038041,Jake Ferguson,TE,9.8
2025,1,00-0037112,Jake Tonges,TE,12.0
2025,1,00-0037805,Jeremy Ruckert,TE,4.6
2025,1,00-0037306,John FitzPatrick,TE,1.7
2025,1,00-0033246,Johnny Mundt,TE,0.0
2025,1,00-0033858,Jonnu Smith,TE,15.0
2025,1,00-0035249,Josh Oliver,TE,2.0
2025,1,00-0038720,Julian Hill,TE,2.0
2025,1,00-0038590,Justin Shorter,TE,0.0
2025,1,00-0036040,Juwan Johnson,TE,19.6
2025,1,00-0037311,Ko Kieft,TE,0.0
2025,1,00-0036970,Kyle Pitts,TE,16.4
2025,1,00-0036876,Kylen Granson,TE,1.6
2025,1,00-0037539,Lucas Krull,TE,2.1
2025,1,00-0036887,Luke Farrell,TE,1.9
2025,1,00-0039144,Luke Musgrave,TE,1.9
2025,1,00-0038547,Luke Schoonmaker,TE,0.0
2025,1,00-0034753,Mark Andrews,TE,2.0
2025,1,00-0040736,Mason Taylor,TE,3.5
2025,1,00-0039066,Michael Mayer,TE,9.8
2025,1,00-0034829,Mike Gesicki,TE,2.9
2025,1,00-0033217,Mo Alie-Cox,TE,3.5
2025,1,00-0035644,Noah Fant,TE,14.6
2025,1,00-0036637,Noah Gray,TE,1.8
2025,1,00-0036894,Pat Freiermuth,TE,7.3
2025,1,00-0039050,Payne Durham,TE,0.0
2025,1,00-0039065,Sam LaPorta,TE,16.9
2025,1,00-0035229,T.J. Hockenson,TE,6.0
2025,1,00-0037348,Tanner Conner,TE,5.0
2025,1,00-0039847,Theo Johnson,TE,2.0
2025,1,00-0039737,Tip Reiman,TE,2.5
2025,1,00-0037005,Tommy Tremble,TE,1.7
2025,1,00-0030506,Travis Kelce,TE,13.7
2025,1,00-0037744,Trey McBride,TE,15.1
2025,1,00-0038996,Tucker Kraft,TE,10.9
2025,1,00-0034270,Tyler Conklin,TE,8.2
2025,1,00-0033110,Tyler Higbee,TE,0.0
2025,1,00-0040128,Tyler Warren,TE,18.4
2025,1,00-0034159,Will Dissly,TE,3.3
2025,1,00-0030061,Zach Ertz,TE,13.1
2025,1,00-0035676,A.J. Brown,WR,1.8
2025,1,00-0030035,Adam Thielen,WR,2.0
2025,1,00-0039890,Adonai Mitchell,WR,4.1
2025,1,00-0037664,Alec Pierce,WR,4.6
2025,1,00-0035602,Alex Bachman,WR,0.0
2025,1,00-0036963,Amon-Ra St. Brown,WR,8.5
2025,1,00-0039816,Anthony Gould,WR,0.0
2025,1,00-0040582,Arian Smith,WR,0.0
2025,1,00-0035021,Ashton Dulin,WR,1.5
2025,1,00-0036862,Ben Skowronek,WR,9.2
2025,1,00-0037091,Bo Melton,WR,0.0
2025,1,00-0031236,Brandin Cooks,WR,5.6
2025,1,00-0039893,Brian Thomas Jr.,WR,9.0
2025,1,00-0039650,Bryce Oliver,WR,1.8
2025,1,00-0038840,Brycen Tremayne,WR,0.0
2025,1,00-0037837,Calvin Austin III,WR,17.0
2025,1,00-0034837,Calvin Ridley,WR,6.7
2025,1,00-0039394,Casey Washington,WR,6.3
2025,1,00-0038979,Cedric Tillman,WR,16.2
2025,1,00-0036358,CeeDee Lamb,WR,20.0
2025,1,00-0038576,Charlie Jones,WR,0.0
2025,1,00-0040705,Chimere Dike,WR,0.9
2025,1,00-0032398,Chris Moore,WR,4.4
2025,1,00-0037239,Chris Olave,WR,12.4
2025,1,00-0035891,Cody White,WR,0.0
2025,1,00-0033908,Cooper Kupp,WR,3.5
2025,1,00-0034348,Courtland Sutton,WR,18.1
2025,1,00-0034827,DJ Moore,WR,8.6
2025,1,00-0035640,DK Metcalf,WR,12.3
2025,1,00-0035535,Darius Slayton,WR,0.0
2025,1,00-0031381,Davante Adams,WR,9.1
2025,1,00-0033589,David Moore,WR,0.0
2025,1,00-0031763,DeAndre Carter,WR,0.0
2025,1,00-0030564,DeAndre Hopkins,WR,11.5
2025,1,00-0038621,DeMario Douglas,WR,8.2
2025,1,00-0036912,DeVonta Smith,WR,4.6
2025,1,00-0036620,Dee Eskridge,WR,1.9
2025,1,00-0035719,Deebo Samuel Sr.,WR,22.6
2025,1,00-0038573,Derius Davis,WR,0.3
2025,1,00-0039424,Devaughn Vele,WR,2.3
2025,1,00-0036331,Devin Duvernay,WR,0.0
2025,1,00-0040581,Dont'e Thornton Jr.,WR,6.5
2025,1,00-0038393,Dontayvion Wicks,WR,5.0
2025,1,00-0037238,Drake London,WR,13.5
2025,1,00-0036626,Dyami Brown,WR,8.8
2025,1,00-0040170,Elic Ayomanor,WR,3.3
2025,1,00-0036980,Elijah Moore,WR,2.1
2025,1,00-0040129,Emeka Egbuka,WR,23.6
2025,1,00-0037740,Garrett Wilson,WR,22.5
2025,1,00-0037247,George Pickens,WR,6.0
2025,1,00-0035500,Greg Dortch,WR,0.8
2025,1,00-0035645,Gunner Olszewski,WR,0.0
2025,1,00-0034983,Hunter Renfrow,WR,3.1
2025,1,00-0040669,Isaac TeSlaa,WR,8.3
2025,1,00-0040782,Isaiah Bond,WR,1.5
2025,1,00-0036900,Ja'Marr Chase,WR,4.6
2025,1,00-0040729,Jack Bech,WR,3.3
2025,1,00-0037741,Jahan Dotson,WR,8.9
2025,1,00-0034960,Jakobi Meyers,WR,17.7
2025,1,00-0037291,Jalen Nailor,WR,3.8
2025,1,00-0037666,Jalen Tolbert,WR,1.0
2025,1,00-0033572,Jamal Agnew,WR,0.0
2025,1,00-0039379,Jamari Thrash,WR,1.6
2025,1,00-0037240,Jameson Williams,WR,6.6
2025,1,00-0038492,Jason Brownlee,WR,0.0
2025,1,00-0036259,Jauan Jennings,WR,3.6
2025,1,00-0038543,Jaxon Smith-Njigba,WR,21.4
2025,1,00-0040130,Jayden Higgins,WR,5.2
2025,1,00-0039146,Jayden Reed,WR,13.5
2025,1,00-0036613,Jaylen Waddle,WR,7.0
2025,1,00-0040164,Jaylin Lane,WR,2.1
2025,1,00-0040138,Jaylin Noel,WR,1.7
2025,1,00-0036407,Jerry Jeudy,WR,11.6
2025,1,00-0037614,John Metchie III,WR,0.0
2025,1,00-0039751,Jordan Whittington,WR,0.5
2025,1,00-0038997,Josh Downs,WR,3.2
2025,1,00-0036988,Josh Palmer,WR,11.1
2025,1,00-0033943,Josh Reynolds,WR,3.8
2025,1,00-0033857,JuJu Smith-Schuster,WR,10.5
2025,1,00-0036322,Justin Jefferson,WR,14.8
2025,1,00-0034386,Justin Watson,WR,4.7
2025,1,00-0037801,KaVontae Turpin,WR,4.7
2025,1,00-0032464,Kalif Raymond,WR,3.6
2025,1,00-0039589,Kameron Johnson,WR,0.0
2025,1,00-0038608,Kayshon Boutte,WR,18.3
2025,1,00-0040184,KeAndre Lambert-Smith,WR,0.0
2025,1,00-0030279,Keenan Allen,WR,19.8
2025,1,00-0039901,Keon Coleman,WR,27.2
2025,1,00-0034854,KhaDarel Hodge,WR,0.0
2025,1,00-0037261,Khalil Shakir,WR,12.4
2025,1,00-0040131,Kyle Williams,WR,2.2
2025,1,00-0040075,LaJohntay Wester,WR,0.0
2025,1,00-0039915,Ladd McConkey,WR,13.4
2025,1,00-0039355,Luke McCaffrey,WR,0.0
2025,1,00-0040735,Luther Burden III,WR,0.7
2025,1,00-0033555,Mack Hollins,WR,1.3
2025,1,00-0039337,Malik Nabers,WR,12.1
2025,1,00-0039880,Malik Washington,WR,4.9
2025,1,00-0035662,Marquise Brown,WR,19.9
2025,1,00-0039849,Marvin Harrison Jr.,WR,18.1
2025,1,00-0038976,Marvin Mims Jr.,WR,2.2
2025,1,00-0040667,Matthew Golden,WR,3.6
2025,1,00-0036252,Michael Pittman,WR,20.0
2025,1,00-0038559,Michael Wilson,WR,1.5
2025,1,00-0031408,Mike Evans,WR,10.1
2025,1,00-0040506,Myles Price,WR,0.0
2025,1,00-0036182,Nick Westbrook-Ikhine,WR,1.7
2025,1,00-0036554,Nico Collins,WR,5.5
2025,1,00-0038519,Nikko Remigio,WR,0.0
2025,1,00-0033591,Noah Brown,WR,4.7
2025,1,00-0035208,Olamide Zaccheaus,WR,8.2
2025,1,00-0038606,Parker Washington,WR,0.0
2025,1,00-0039075,Puka Nacua,WR,25.1
2025,1,00-0038544,Quentin Johnston,WR,24.9
2025,1,00-0037545,Rashid Shaheed,WR,9.3
2025,1,00-0036550,Rashod Bateman,WR,3.0
2025,1,00-0034407,Ray-Ray McCloud,WR,8.1
2025,1,00-0039916,Ricky Pearsall,WR,16.8
2025,1,00-0039919,Rome Odunze,WR,15.7
2025,1,00-0037816,Romeo Doubs,WR,8.8
2025,1,00-0038824,Ryan Miller,WR,0.0
2025,1,00-0040009,Savion Williams,WR,1.1
2025,1,00-0038090,Skyy Moore,WR,0.0
2025,1,00-0031588,Stefon Diggs,WR,11.7
2025,1,00-0032385,Sterling Shepard,WR,6.9
2025,1,00-0040154,Tai Felton,WR,0.0
2025,1,00-0036410,Tee Higgins,WR,6.3
2025,1,00-0035659,Terry McLaurin,WR,4.7
2025,1,00-0040124,Tetairoa McMillan,WR,11.8
2025,1,00-0040237,Tez Johnson,WR,0.0
2025,1,00-0040648,Tory Horton,WR,0.0
2025,1,00-0040727,Tre Harris,WR,2.1
2025,1,00-0038563,Tre Tucker,WR,13.4
2025,1,00-0034487,Trent Sherfield,WR,1.3
2025,1,00-0039868,Troy Franklin,WR,8.4
2025,1,00-0036849,Tutu Atwell,WR,1.4
2025,1,00-0036630,Tylan Wallace,WR,0.0
2025,1,00-0036427,Tyler Johnson,WR,5.1
2025,1,00-0032211,Tyler Lockett,WR,0.0
2025,1,00-0038104,Tyquan Thornton,WR,6.1
2025,1,00-0033040,Tyreek Hill,WR,8.0
2025,1,00-0037745,Velus Jones Jr.,WR,0.0
2025,1,00-0038117,Wan'Dale Robinson,WR,11.5
2025,1,00-0038496,Xavier Gipson,WR,-2.0
2025,1,00-0038618,Xavier Hutchinson,WR,5.5
2025,1,00-0039342,Xavier Legette,WR,4.0
2025,1,00-0038359,Xavier Smith,WR,4.6
2025,1,00-0039894,Xavier Worthy,WR,0.0
2025,1,00-0039064,Zay Flowers,WR,30.1
2025,1,00-0033891,Zay Jones,WR,1.4
2025,2,00-0023459,Aaron Rodgers,QB,12.42
2025,2,00-0034855,Baker Mayfield,QB,19.9
2025,2,00-0039732,Bo Nix,QB,21.24
2025,2,00-0039150,Bryce Young,QB,24.32
2025,2,00-0039163,C.J. Stroud,QB,14.98
2025,2,00-0039918,Caleb Williams,QB,17.98
2025,2,00-0040676,Cam Ward,QB,9.8
2025,2,00-0033662,Cooper Rush,QB,-0.4
2025,2,00-0033077,Dak Prescott,QB,25.14
2025,2,00-0035710,Daniel Jones,QB,24.84
2025,2,00-0040704,Dillon Gabriel,QB,4.76
2025,2,00-0039851,Drake Maye,QB,26.3
2025,2,00-0030565,Geno Smith,QB,6.2
2025,2,00-0039923,J.J. McCarthy,QB,4.82
2025,2,00-0033119,Jacoby Brissett,QB,0.2
2025,2,00-0035100,Jake Browning,QB,20.74
2025,2,00-0036389,Jalen Hurts,QB,11.54
2025,2,00-0033106,Jared Goff,QB,35.96
2025,2,00-0040691,Jaxson Dart,QB,-0.3
2025,2,00-0039910,Jayden Daniels,QB,19.7
2025,2,00-0036442,Joe Burrow,QB,7.04
2025,2,00-0026158,Joe Flacco,QB,9.76
2025,2,00-0036264,Jordan Love,QB,20.88
2025,2,00-0034857,Josh Allen,QB,11.82
2025,2,00-0036945,Justin Fields,QB,3.98
2025,2,00-0036355,Justin Herbert,QB,18.78
2025,2,00-0035228,Kyler Murray,QB,15.0
2025,2,00-0034796,Lamar Jackson,QB,26.3
2025,2,00-0036972,Mac Jones,QB,21.76
2025,2,00-0034771,Mason Rudolph,QB,0.48
2025,2,00-0026498,Matthew Stafford,QB,18.32
2025,2,00-0039917,Michael Penix Jr.,QB,5.3
2025,2,00-0033869,Mitchell Trubisky,QB,0.98
2025,2,00-0033873,Patrick Mahomes,QB,23.08
2025,2,00-0029263,Russell Wilson,QB,37.3
2025,2,00-0034869,Sam Darnold,QB,17.8
2025,2,00-0039376,Spencer Rattler,QB,21.68
2025,2,00-0036971,Trevor Lawrence,QB,21.24
2025,2,00-0036212,Tua Tagovailoa,QB,21.6
2025,2,00-0028118,Tyrod Taylor,QB,8.34
2025,2,00-0038416,Tyson Bagent,QB,1.78
2025,2,00-0036265,AJ Dillon,RB,1.9
2025,2,00-0033293,Aaron Jones,RB,2.3
2025,2,00-0033906,Alvin Kamara,RB,16.0
2025,2,00-0036328,Antonio Gibson,RB,3.8
2025,2,00-0040122,Ashton Jeanty,RB,7.4
2025,2,00-0033699,Austin Ekeler,RB,4.4
2025,2,00-0037157,Bam Knight,RB,0.0
2025,2,00-0040719,Bhayshul Tuten,RB,15.4
2025,2,00-0038542,Bijan Robinson,RB,21.8
2025,2,00-0039738,Blake Corum,RB,10.4
2025,2,00-0038488,Brady Russell,RB,0.0
2025,2,00-0039794,Braelon Allen,RB,1.1
2025,2,00-0040078,Brashard Smith,RB,0.2
2025,2,00-0038120,Breece Hall,RB,5.8
2025,2,00-0037746,Brian Robinson,RB,2.9
2025,2,00-0039361,Bucky Irving,RB,18.1
2025,2,00-0040715,Cam Skattebo,RB,13.9
2025,2,00-0038597,Chase Brown,RB,8.5
2025,2,00-0038685,Chris Brooks,RB,5.7
2025,2,00-0033280,Christian McCaffrey,RB,22.7
2025,2,00-0036555,Chuba Hubbard,RB,18.7
2025,2,00-0035567,Craig Reynolds,RB,0.4
2025,2,00-0036275,D'Andre Swift,RB,13.9
2025,2,00-0040179,DJ Giddens,RB,0.0
2025,2,00-0033854,Dare Ogunbowale,RB,0.0
2025,2,00-0035685,David Montgomery,RB,13.1
2025,2,00-0039040,De'Von Achane,RB,26.2
2025,2,00-0032764,Derrick Henry,RB,2.3
2025,2,00-0035250,Devin Singletary,RB,1.0
2025,2,00-0039407,Dylan Laube,RB,3.7
2025,2,00-0040162,Dylan Sampson,RB,10.9
2025,2,00-0038797,Emanuel Wilson,RB,0.0
2025,2,00-0039299,George Holani,RB,0.0
2025,2,00-0037617,Hassan Haskins,RB,0.0
2025,2,00-0038738,Hunter Luepke,RB,0.0
2025,2,00-0039363,Isaac Guerendo,RB,0.0
2025,2,00-0039798,Isaiah Davis,RB,1.6
2025,2,00-0037197,Isiah Pacheco,RB,3.9
2025,2,00-0036158,J.K. Dobbins,RB,15.5
2025,2,00-0038896,Jacob Saylors,RB,0.0
2025,2,00-0040242,Jacory Croskey-Merritt,RB,1.7
2025,2,00-0039139,Jahmyr Gibbs,RB,19.4
2025,2,00-0035726,Jakob Johnson,RB,0.0
2025,2,00-0033553,James Conner,RB,12.2
2025,2,00-0037248,James Cook,RB,28.5
2025,2,00-0036997,Javonte Williams,RB,25.0
2025,2,00-0037228,Jaylen Warren,RB,17.4
2025,2,00-0037267,Jerome Ford,RB,10.4
2025,2,00-0036223,Jonathan Taylor,RB,31.5
2025,2,00-0037525,Jordan Mason,RB,5.8
2025,2,00-0038678,Jordan Mims,RB,0.0
2025,2,00-0035700,Josh Jacobs,RB,14.4
2025,2,00-0034975,Justice Hill,RB,5.5
2025,2,00-0040142,Kaleb Johnson,RB,0.1
2025,2,00-0033923,Kareem Hunt,RB,4.4
2025,2,00-0038551,Kendre Miller,RB,2.0
2025,2,00-0038134,Kenneth Walker III,RB,20.8
2025,2,00-0036919,Kenny Gainwell,RB,6.6
2025,2,00-0040236,Kyle Monangai,RB,4.6
2025,2,00-0037840,Kyren Williams,RB,10.0
2025,2,00-0040238,LeQuint Allen Jr.,RB,1.3
2025,2,00-0035243,Miles Sanders,RB,9.9
2025,2,00-0036893,Najee Harris,RB,6.8
2025,2,00-0034791,Nick Chubb,RB,15.2
2025,2,00-0040198,Ollie Gordon II,RB,2.3
2025,2,00-0040666,Omarion Hampton,RB,3.5
2025,2,00-0040784,Quinshon Judkins,RB,10.1
2025,2,00-0040730,RJ Harvey,RB,3.4
2025,2,00-0037256,Rachaad White,RB,14.6
2025,2,00-0039796,Rasheen Ali,RB,0.0
2025,2,00-0039875,Ray Davis,RB,2.4
2025,2,00-0036187,Reggie Gilliam,RB,0.0
2025,2,00-0036875,Rhamondre Stevenson,RB,21.2
2025,2,00-0036139,Rico Dowdle,RB,2.9
2025,2,00-0040649,Robbie Ouzts,RB,0.0
2025,2,00-0039021,Roschon Johnson,RB,0.0
2025,2,00-0033526,Samaje Perine,RB,0.0
2025,2,00-0034844,Saquon Barkley,RB,17.4
2025,2,00-0038951,Sean Tucker,RB,0.0
2025,2,00-0040208,Tahj Brooks,RB,0.0
2025,2,00-0035261,Tony Pollard,RB,9.2
2025,2,00-0036973,Travis Etienne,RB,16.9
2025,2,00-0040734,TreVeyon Henderson,RB,6.0
2025,2,00-0040644,Trevor Etienne,RB,1.2
2025,2,00-0039921,Trey Benson,RB,8.4
2025,2,00-0035537,Ty Johnson,RB,0.6
2025,2,00-0037263,Tyler Allgeier,RB,15.0
2025,2,00-0037085,Tyler Badie,RB,4.2
2025,2,00-0039384,Tyrone Tracy Jr.,RB,9.1
2025,2,00-0040583,Woody Marks,RB,6.1
2025,2,00-0039165,Zach Charbonnet,RB,1.0
2025,2,00-0038040,Zamir White,RB,3.3
2025,2,00-0039793,AJ Barner,TE,11.8
2025,2,00-0036422,Adam Trautman,TE,11.5
2025,2,00-0037292,Andrew Ogletree,TE,0.0
2025,2,00-0032392,Austin Hooper,TE,8.3
2025,2,00-0039912,Ben Sinnott,TE,2.2
2025,2,00-0040509,Ben Yurosek,TE,0.0
2025,2,00-0038643,Brayden Willis,TE,0.0
2025,2,00-0038935,Brenton Strange,TE,6.2
2025,2,00-0039530,Brevyn Spann-Ford,TE,1.8
2025,2,00-0039338,Brock Bowers,TE,11.3
2025,2,00-0036754,Brock Wright,TE,13.3
2025,2,00-0038129,Cade Otton,TE,7.0
2025,2,00-0037809,Chig Okonkwo,TE,9.5
2025,2,00-0036290,Cole Kmet,TE,5.9
2025,2,00-0040126,Colston Loveland,TE,0.0
2025,2,00-0038933,Dalton Kincaid,TE,9.7
2025,2,00-0034383,Dalton Schultz,TE,7.4
2025,2,00-0038115,Daniel Bellinger,TE,0.0
2025,2,00-0038558,Darnell Washington,TE,2.0
2025,2,00-0033885,David Njoku,TE,10.0
2025,2,00-0039074,Davis Allen,TE,8.3
2025,2,00-0035689,Dawson Knox,TE,4.9
2025,2,00-0035631,Drew Sample,TE,2.2
2025,2,00-0040739,Elijah Arroyo,TE,6.1
2025,2,00-0039041,Elijah Higgins,TE,7.5
2025,2,00-0033576,Eric Saubert,TE,0.0
2025,2,00-0033881,Evan Engram,TE,2.7
2025,2,00-0037086,Grant Calcaterra,TE,2.1
2025,2,00-0040584,Gunnar Helm,TE,3.9
2025,2,00-0040663,Harold Fannin Jr.,TE,12.3
2025,2,00-0036232,Harrison Bryant,TE,0.0
2025,2,00-0033090,Hunter Henry,TE,2.4
2025,2,00-0034365,Ian Thomas,TE,0.0
2025,2,00-0039356,Ja'Tavion Sanders,TE,15.9
