gsis_id,name,position,team,sleeper_id,age,years_exp,injury_status,nfl_status,draft_number,rookie_year,games,avg_opps,avg_targets,avg_carries,avg_snap_pct,avg_fpts,trend_opps,trend_snap,trend_season,baseline_source,trail_pts,season,week,source,pulled_at,proj_pass_att,proj_pass_yds,proj_pass_tds,proj_pass_int,proj_carries,proj_rush_yds,proj_rush_tds,proj_targets,proj_rec,proj_rec_yds,proj_rec_tds,proj_pts_ppr,proj_pts_half,proj_pts_std,proj_opps,proj_carry_share,proj_target_share,proj_pts_league,w_proj,E_opps,E_targets,E_carries,opponent,total_line,home,dvp_rank,mult,E_pts,pts_mix,depth_rank,prev_rank,confidence,conf,flag,why,peak_snap_3g,peak_opps_3g,role_games,role_opps,role_snap,ceiling_pts,median_pts,trending_add
00-0040260,Ahmani Marshall,RB,CAR,12797,24.5,1,,DEV,,2025,,,,,,,,,,,,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,CLE,42.5,0,20.0,0.978,0.0,projection only,,,0.36,Low,,"0.0 exp opps (proj 0) · vs CLE (DvP 20, -2%) · Low confidence",,,,,,,,0
00-0040205,Kalel Mullings,RB,TEN,12516,24.0,1,,DEV,188.0,2025,0.0,0.75,0.0,0.75,0.030000000000000002,0.175,0.3,0.006,prior,prior season only,0.2333333333333333,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,NYG,38.5,0,7.0,1.075,0.0,projection only,,,0.15,Low,,"0.0 exp opps (proj 0, recent 1) · vs NYG (DvP 7, +7%) · Low confidence",0.04,1.0,0.0,,,0.4,0.1,0
00-0040394,Anthony Tyus III,RB,CAR,12939,23.5,1,,DEV,,2025,,,,,,,,,,,,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,CLE,42.5,0,20.0,0.978,0.0,projection only,,,0.36,Low,,"0.0 exp opps (proj 0) · vs CLE (DvP 20, -2%) · Low confidence",,,,,,,,0
00-0035567,Craig Reynolds,RB,WAS,6659,30.3,7,,DEV,,2019,0.0,0.6,0.0,0.6,0.01,0.08,-0.3,-0.005,prior,prior season only,0.0,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,SEA,40.5,1,27.0,0.925,0.0,projection only,,,0.24,Low,,"0.0 exp opps (proj 0, recent 1) · vs SEA (DvP 27, -7%) · Low confidence",0.017,1.0,0.0,,,0.2,0.0,0
00-0040586,Jaydon Blue,RB,PHI,12457,22.7,1,,DEV,149.0,2025,0.0,7.8,0.2,7.6,0.256,4.08,2.9,0.094,prior,prior season only,6.566666666666667,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,CHI,41.5,0,10.0,1.052,0.0,projection only,,,0.0,Low,,"0.0 exp opps (proj 0, recent 8) · vs CHI (DvP 10, +5%) · Low confidence",0.337,10.667,1.0,16.0,0.6,9.2,2.9,0
00-0040547,Nate Carter,RB,KC,12897,24.3,1,,DEV,,2025,0.0,4.5,0.0,4.5,,2.0,-5.0,0.0,prior,prior season only,2.0,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,MIA,46.5,0,3.0,1.105,0.0,projection only,,,0.0,Low,,"0.0 exp opps (proj 0, recent 4) · vs MIA (DvP 3, +10%) · Low confidence",,4.5,0.0,,,2.5,2.0,0
00-0040692,Jarquez Hunter,RB,MIA,11569,23.7,1,,DEV,117.0,2025,,,,,,,,,,,,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,KC,46.5,1,18.0,0.992,0.0,projection only,,,0.36,Low,,"0.0 exp opps (proj 0) · vs KC (DvP 18, -1%) · Low confidence",,,,,,,,0
00-0040998,Roman Hemby,RB,LV,13416,24.1,0,,DEV,,2026,,,,,,,,,,,,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,NO,43.5,0,6.0,1.082,0.0,projection only,,,0.36,Low,,"0.0 exp opps (proj 0) · vs NO (DvP 6, +8%) · Low confidence",,,,,,,,0
00-0040959,Jaydn Ott,RB,KC,13419,23.8,0,,DEV,,2026,,,,,,,,,,,,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,MIA,46.5,0,3.0,1.105,0.0,projection only,,,0.36,Low,,"0.0 exp opps (proj 0) · vs MIA (DvP 3, +10%) · Low confidence",,,,,,,,0
00-0034959,Andrew Beck,RB,NYJ,6323,30.4,7,,ACT,,2019,,,,,,,,,,,,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,DET,47.5,0,12.0,1.038,0.0,projection only,4.0,4.0,0.36,Low,,"0.0 exp opps (proj 0) · RB4 · vs DET (DvP 12, +4%) · Low confidence",,,,,,,,0
00-0041217,J'Mari Taylor,RB,JAX,13348,24.5,0,,DEV,,2026,,,,,,,,,,,,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,NE,45.5,1,25.0,0.94,0.0,projection only,,,0.36,Low,,"0.0 exp opps (proj 0) · vs NE (DvP 25, -6%) · Low confidence",,,,,,,,0
00-0041191,Cash Jones,RB,ATL,13595,26.5,0,,DEV,,2026,,,,,,,,,,,,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,GB,42.5,0,11.0,1.045,0.0,projection only,,,0.36,Low,,"0.0 exp opps (proj 0) · vs GB (DvP 11, +4%) · Low confidence",,,,,,,,0
00-0041178,Robert Henry Jr.,RB,WAS,13418,24.7,0,,DEV,,2026,,,,,,,,,,,,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,SEA,40.5,1,27.0,0.925,0.0,projection only,,,0.36,Low,,"0.0 exp opps (proj 0) · vs SEA (DvP 27, -7%) · Low confidence",,,,,,,,0
00-0041139,Damon Bankston,RB,GB,13949,23.4,0,,DEV,,2026,,,,,,,,,,,,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,ATL,42.5,1,26.0,0.932,0.0,projection only,,,0.36,Low,,"0.0 exp opps (proj 0) · vs ATL (DvP 26, -7%) · Low confidence",,,,,,,,0
00-0041312,Noah Whittington,RB,HOU,13437,24.8,0,,DEV,,2026,,,,,,,,,,,,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,IND,42.5,0,2.0,1.112,0.0,projection only,,,0.36,Low,,"0.0 exp opps (proj 0) · vs IND (DvP 2, +11%) · Low confidence",,,,,,,,0
00-0041277,Davon Booth,RB,IND,13339,24.7,0,,DEV,,2026,,,,,,,,,,,,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,HOU,42.5,1,31.0,0.895,0.0,projection only,,,0.36,Low,,"0.0 exp opps (proj 0) · vs HOU (DvP 31, -10%) · Low confidence",,,,,,,,0
00-0041241,Kentrel Bullock,RB,CIN,13436,24.5,0,,DEV,,2026,,,,,,,,,,,,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,PIT,42.5,0,9.0,1.06,0.0,projection only,,,0.36,Low,,"0.0 exp opps (proj 0) · vs PIT (DvP 9, +6%) · Low confidence",,,,,,,,0
00-0041415,Dean Connors,RB,LA,13315,23.1,0,,DEV,,2026,,,,,,,,,,,,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,DEN,44.5,0,5.0,1.09,0.0,projection only,,,0.36,Low,,"0.0 exp opps (proj 0) · vs DEN (DvP 5, +9%) · Low confidence",,,,,,,,0
00-0041376,Gregory Desrosiers,RB,LAC,13603,25.5,0,,DEV,,2026,,,,,,,,,,,,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,BUF,50.5,0,4.0,1.098,0.0,projection only,,,0.36,Low,,"0.0 exp opps (proj 0) · vs BUF (DvP 4, +10%) · Low confidence",,,,,,,,0
00-0033854,Dare Ogunbowale,RB,LV,4718,32.4,9,,DEV,,2017,0.0,1.7142857142857142,0.9285714285714286,0.7857142857142857,0.12785714285714286,1.7214285714285715,0.189011,-0.000154,prior,prior season only,3.0666666666666664,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,NO,43.5,0,6.0,1.082,0.0,projection only,,,0.0,Low,,"0.0 exp opps (proj 0, recent 2) · vs NO (DvP 6, +8%) · Low confidence",0.207,4.667,0.0,,,5.3,1.1,0
00-0039407,Dylan Laube,RB,LV,11574,26.8,2,,ACT,208.0,2024,2.0,0.16176470588235295,0.058823529411764705,0.10294117647058823,0.11220588235294118,0.08382352941176471,0.0,-0.02,current,75% current / 25% prior,-0.6666666666666666,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,0.53,1.33,0.01,0.12,0.1,0.62,0.01,0.4,0.35,0.3,0.65,0.022,0.004,0.42,0.5,0.4,0.1,0.3,NO,43.5,0,6.0,1.082,-0.1,50% projection,3.0,3.0,0.31,Low,,"0.4 exp opps (proj 1, recent 0) · RB3 · 2% of team carries · vs NO (DvP 6, +8%) · Low confidence",0.093,2.0,0.0,,,0.6,0.0,0
00-0034383,Dalton Schultz,TE,HOU,5001,30.2,8,,ACT,137.0,2018,2.0,9.808823529411764,9.808823529411764,0.0,0.6801470588235294,15.175735294117647,6.0,0.02,current,75% current / 25% prior,14.933333333333332,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,5.82,4.41,46.55,0.2,10.3,8.09,5.88,5.82,,0.189,10.26,0.5,7.8,7.8,0.0,IND,42.5,0,6.0,1.082,13.6,50% projection,1.0,1.0,0.59,Med,,"7.8 exp opps (proj 6, recent 10) · TE1 · 19% of team targets · vs IND (DvP 6, +8%) · Med confidence",0.76,9.333,19.0,6.7,0.706,19.4,11.0,0
00-0036894,Pat Freiermuth,TE,PIT,7600,27.9,5,,ACT,55.0,2021,2.0,5.025,4.65,0.375,0.6525833333333333,10.518333333333334,1.0,-0.07,current,75% current / 25% prior,10.366666666666667,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,4.51,3.48,36.9,0.24,8.58,6.84,5.1,4.51,,0.144,8.61,0.5,4.8,4.6,0.2,CIN,42.5,1,4.0,1.098,10.4,50% projection,1.0,1.0,0.9,High,,"4.8 exp opps (proj 5, recent 5) · TE1 · 14% of team targets · vs CIN (DvP 4, +10%) · High confidence",0.707,5.333,16.0,4.0,0.557,13.3,6.3,0
00-0038129,Cade Otton,TE,TB,8111,27.4,4,,ACT,106.0,2022,2.0,5.475,5.475,0.0,0.93525,7.436666666666667,1.0,-0.09,current,75% current / 25% prior,12.266666666666666,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,4.75,3.34,32.51,0.17,7.62,5.95,4.28,4.75,,0.153,7.61,0.5,5.1,5.1,0.0,MIN,42.5,1,26.0,0.932,9.3,50% projection,1.0,1.0,0.87,High,,"5.1 exp opps (proj 5, recent 5) · TE1 · 15% of team targets · vs MIN (DvP 26, -7%) · High confidence",0.98,8.667,17.0,5.4,0.936,15.0,6.1,0
00-0041032,Kenyon Sadiq,TE,NYJ,13330,21.6,0,,ACT,16.0,2026,2.0,3.5,3.0,0.5,0.39,7.550000000000001,-1.0,-0.06,current,75% current / 25% prior,7.550000000000001,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,0.11,0.5,0.01,3.99,2.95,27.26,0.18,6.88,5.4,3.93,4.1000000000000005,0.005,0.136,6.87,0.5,3.8,3.5,0.3,DET,47.5,0,1.0,1.12,8.1,50% projection,1.0,1.0,0.85,High,,"3.8 exp opps (proj 4, recent 4) · TE1 · 14% of team targets · vs DET (DvP 1, +12%) · High confidence",0.39,3.5,1.0,4.0,0.42,10.6,7.6,0
00-0031610,Darren Waller,TE,CAR,2505,34.0,11,,ACT,204.0,2015,2.0,2.8472222222222223,2.8194444444444446,0.027777777777777776,0.40875,11.12638888888889,1.0,0.09,current,75% current / 25% prior,8.033333333333333,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,4.07,2.84,28.68,0.34,7.77,6.35,4.93,4.07,,0.137,7.75,0.5,3.5,3.4,0.0,CLE,42.5,0,21.0,0.97,7.7,50% projection,2.0,3.0,0.56,Med,,"3.5 exp opps (proj 4, recent 3) · TE2 · 14% of team targets · vs CLE (DvP 21, -3%) · Med confidence",0.507,5.667,6.0,4.5,0.53,18.8,7.0,1
00-0040189,Oronde Gadsden II,TE,LAC,12493,23.2,1,,ACT,165.0,2025,2.0,2.65,2.65,0.0,0.389,7.8149999999999995,-0.0,0.26,current,75% current / 25% prior,6.433333333333334,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,4.77,3.25,41.02,0.23,8.74,7.11,5.49,4.77,,0.154,8.73,0.5,3.7,3.7,0.0,BUF,50.5,0,14.0,1.022,7.7,50% projection,2.0,1.0,0.44,Med,,"3.7 exp opps (proj 5, recent 3) · TE2 · 15% of team targets · vs BUF (DvP 14, +2%) · Med confidence",0.787,7.333,15.0,4.3,0.638,14.8,6.1,1
00-0039793,AJ Barner,TE,SEA,11603,24.4,2,,ACT,121.0,2024,2.0,2.6470588235294117,2.125,0.5220588235294118,0.8232352941176472,6.366176470588234,-0.0,-0.08,current,75% current / 25% prior,4.866666666666666,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,0.64,2.59,0.04,3.68,2.91,31.47,0.31,8.36,6.91,5.46,4.32,0.022,0.13,8.42,0.5,3.5,2.9,0.6,WAS,40.5,0,3.0,1.105,7.3,50% projection,1.0,1.0,0.61,Med,,"3.5 exp opps (proj 4, recent 3) · TE1 · 13% of team targets · vs WAS (DvP 3, +10%) · Med confidence",0.853,7.667,18.0,4.4,0.803,15.4,7.7,0
00-0040737,Terrance Ferguson,TE,LA,12487,23.6,1,Questionable,ACT,46.0,2025,2.0,4.340909090909091,4.318181818181818,0.022727272727272728,0.5173863636363636,7.709090909090909,8.0,0.07,current,75% current / 25% prior,10.266666666666666,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,2.62,1.28,14.49,0.15,3.61,2.97,2.33,2.62,,0.08,3.63,0.5,3.5,3.5,0.0,DEN,44.5,0,23.0,0.955,6.6,50% projection,2.0,2.0,0.34,Low,QUESTIONABLE,"3.5 exp opps (proj 3, recent 4) · TE2 · 8% of team targets · vs DEN (DvP 23, -5%) · Low confidence · QUESTIONABLE",0.727,4.667,7.0,3.4,0.607,13.2,3.1,1
00-0034829,Mike Gesicki,TE,CIN,4993,31.0,8,,ACT,42.0,2018,1.0,6.125,6.125,0.0,0.35125,15.572916666666668,0.0,0.0,current,75% current / 25% prior,9.6,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,3.44,2.53,27.34,0.18,6.33,5.07,3.81,3.44,,0.118,6.34,0.75,4.1,4.1,0.0,PIT,42.5,0,30.0,0.902,6.5,75% projection,1.0,1.0,0.56,Med,,"4.1 exp opps (proj 3, recent 6) · TE1 · 12% of team targets · vs PIT (DvP 30, -10%) · Med confidence",0.497,5.333,7.0,4.0,0.497,17.5,3.9,0
00-0036244,Colby Parkinson,TE,LA,6865,27.7,6,Questionable,ACT,133.0,2020,2.0,2.5,2.5,0.0,0.7110714285714286,4.230357142857143,-0.0,-0.06,current,75% current / 25% prior,8.233333333333334,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,2.91,1.92,18.6,0.2,5.02,4.06,3.1,2.91,,0.088,4.98,0.5,2.7,2.7,0.0,DEN,44.5,0,23.0,0.955,6.3,50% projection,1.0,1.0,0.6,Med,QUESTIONABLE,"2.7 exp opps (proj 3, recent 2) · TE1 · 9% of team targets · vs DEN (DvP 23, -5%) · Med confidence · QUESTIONABLE",0.833,6.0,14.0,4.1,0.684,16.9,7.2,0
00-0033881,Evan Engram,TE,DEN,4066,32.1,9,,ACT,23.0,2017,2.0,3.453125,3.4375,0.015625,0.5365624999999999,7.98125,-4.0,-0.11,current,75% current / 25% prior,8.166666666666666,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,3.09,2.31,21.58,0.13,5.22,4.07,2.91,3.09,,0.097,5.25,0.5,3.3,3.3,0.0,LA,44.5,1,27.0,0.925,6.2,50% projection,1.0,1.0,0.89,High,,"3.3 exp opps (proj 3, recent 3) · TE1 · 10% of team targets · vs LA (DvP 27, -7%) · High confidence",0.513,7.0,13.0,5.1,0.478,13.5,6.5,0
00-0037809,Chig Okonkwo,TE,WAS,8210,27.0,4,Questionable,ACT,143.0,2022,1.0,3.4117647058823533,3.4117647058823533,0.0,0.579264705882353,4.523529411764706,0.0,0.0,current,75% current / 25% prior,6.766666666666667,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,3.36,2.28,20.94,0.12,5.09,3.94,2.8,3.36,,0.123,5.09,0.75,3.4,3.4,0.0,SEA,40.5,1,8.0,1.068,5.9,75% projection,1.0,1.0,0.69,Med,QUESTIONABLE,"3.4 exp opps (proj 3, recent 3) · TE1 · 12% of team targets · vs SEA (DvP 8, +7%) · Med confidence · QUESTIONABLE",0.767,7.0,18.0,4.6,0.633,12.5,7.2,0
00-0039066,Michael Mayer,TE,LV,9482,25.2,3,,ACT,35.0,2023,2.0,5.086538461538462,5.086538461538462,0.0,0.7731730769230768,6.856730769230769,-3.0,0.03,current,75% current / 25% prior,7.3999999999999995,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,2.95,2.1,18.18,0.09,4.45,3.4,2.35,2.95,,0.098,4.46,0.5,4.0,4.0,0.0,NO,43.5,0,17.0,1.0,5.9,50% projection,2.0,2.0,0.46,Med,,"4.0 exp opps (proj 3, recent 5) · TE2 · 10% of team targets · vs NO (DvP 17, +0%) · Med confidence",0.897,7.333,11.0,5.2,0.81,13.3,5.2,0
00-0035689,Dawson Knox,TE,BUF,5906,29.9,7,,ACT,96.0,2019,2.0,1.890625,1.890625,0.0,0.6828125000000002,5.4453125,1.0,0.09,current,75% current / 25% prior,6.866666666666667,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,2.06,1.45,16.06,0.18,4.11,3.39,2.67,2.06,,0.068,4.14,0.5,2.0,2.0,0.0,LAC,50.5,1,10.0,1.052,5.8,50% projection,2.0,2.0,0.73,High,,"2.0 exp opps (proj 2, recent 2) · TE2 · 7% of team targets · vs LAC (DvP 10, +5%) · High confidence",0.783,5.0,17.0,2.9,0.633,12.5,4.3,0
00-0040584,Gunnar Helm,TE,TEN,12502,24.0,1,,ACT,120.0,2025,2.0,3.484375,3.484375,0.0,0.74265625,5.2203124999999995,-3.0,0.11,current,75% current / 25% prior,3.733333333333333,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,4.24,3.47,29.18,0.17,7.39,5.66,3.92,4.24,,0.141,7.41,0.5,3.9,3.9,0.0,NYG,38.5,0,11.0,1.045,5.8,50% projection,1.0,1.0,0.82,High,,"3.9 exp opps (proj 4, recent 3) · TE1 · 14% of team targets · vs NYG (DvP 11, +4%) · High confidence",0.737,6.333,16.0,3.6,0.582,10.5,4.6,0
00-0037252,Greg Dulcich,TE,MIA,8172,26.5,4,,ACT,80.0,2022,2.0,2.8194444444444446,2.7916666666666665,0.027777777777777776,0.6269444444444444,4.5569444444444445,1.0,-0.16,current,75% current / 25% prior,4.533333333333333,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,3.1,2.36,26.68,0.13,5.82,4.64,3.46,3.1,,0.128,5.81,0.5,3.0,2.9,0.0,KC,46.5,1,9.0,1.06,5.5,50% projection,1.0,1.0,0.91,High,,"3.0 exp opps (proj 3, recent 3) · TE1 · 13% of team targets · vs KC (DvP 9, +6%) · High confidence",0.633,4.667,6.0,3.3,0.593,9.9,5.6,0
00-0037005,Tommy Tremble,TE,CAR,7694,26.3,5,,ACT,83.0,2021,2.0,3.2416666666666667,3.2416666666666667,0.0,0.5710000000000001,3.6525000000000007,-3.0,-0.0,current,75% current / 25% prior,6.566666666666666,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,1.72,1.25,10.23,0.1,2.88,2.26,1.64,1.72,,0.058,2.87,0.5,2.5,2.5,0.0,CLE,42.5,0,21.0,0.97,4.6,50% projection,1.0,1.0,0.53,Med,,"2.5 exp opps (proj 2, recent 3) · TE1 · 6% of team targets · vs CLE (DvP 21, -3%) · Med confidence",0.747,4.667,17.0,2.6,0.599,9.9,1.7,0
00-0036290,Cole Kmet,TE,CHI,6826,27.5,6,,ACT,43.0,2020,2.0,2.25,2.25,0.0,0.6510937499999999,5.5421875,-2.0,0.12,current,75% current / 25% prior,5.7,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,2.21,1.54,14.49,0.09,3.54,2.77,2.0,2.21,,0.074,3.53,0.5,2.2,2.2,0.0,PHI,41.5,1,32.0,0.888,4.1,50% projection,2.0,2.0,0.79,High,,"2.2 exp opps (proj 2, recent 2) · TE2 · 7% of team targets · vs PHI (DvP 32, -11%) · High confidence",0.943,4.0,17.0,2.9,0.731,10.1,4.4,0
00-0033858,Jonnu Smith,TE,GB,4144,31.1,9,,ACT,100.0,2017,1.0,3.1764705882352944,3.0441176470588234,0.1323529411764706,0.48426470588235293,6.502941176470588,0.0,0.0,current,75% current / 25% prior,5.366666666666667,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,1.94,1.39,12.53,0.1,3.27,2.57,1.88,1.94,,0.064,3.24,0.75,2.2,2.2,0.0,ATL,42.5,1,5.0,1.09,4.1,75% projection,2.0,2.0,0.49,Med,,"2.2 exp opps (proj 2, recent 3) · TE2 · 6% of team targets · vs ATL (DvP 5, +9%) · Med confidence",0.683,4.667,15.0,3.8,0.567,11.0,5.4,0
00-0035249,Josh Oliver,TE,MIN,5973,29.5,7,,ACT,69.0,2019,2.0,2.2708333333333335,2.2708333333333335,0.0,0.5952083333333333,3.9958333333333327,-3.0,-0.05,current,75% current / 25% prior,4.166666666666667,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,1.3,0.99,10.62,0.08,2.51,2.01,1.52,1.3,,0.044,2.53,0.5,1.8,1.8,0.0,TB,42.5,0,2.0,1.112,3.7,50% projection,2.0,2.0,0.46,Med,,"1.8 exp opps (proj 1, recent 2) · TE2 · 4% of team targets · vs TB (DvP 2, +11%) · Med confidence",0.69,2.667,11.0,1.9,0.576,10.5,3.1,0
00-0041395,Eli Raridon,TE,NE,13421,22.6,0,Questionable,ACT,95.0,2026,2.0,1.0,1.0,0.0,0.37,5.6,-0.0,-0.34,current,75% current / 25% prior,5.6,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,0.97,0.74,7.35,0.06,1.83,1.46,1.09,0.97,,0.032,1.84,0.5,1.0,1.0,0.0,JAX,45.5,0,16.0,1.008,3.7,50% projection,2.0,2.0,0.54,Med,QUESTIONABLE,"1.0 exp opps (proj 1, recent 1) · TE2 · 3% of team targets · vs JAX (DvP 16, +1%) · Med confidence · QUESTIONABLE",0.37,1.0,1.0,1.0,0.54,6.9,5.6,0
00-0038558,Darnell Washington,TE,PIT,9479,25.1,3,,ACT,93.0,2023,2.0,2.3269230769230766,2.3269230769230766,0.0,0.5900961538461538,3.474038461538462,-0.0,-0.11,current,75% current / 25% prior,3.0,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,2.08,1.53,16.24,0.07,3.6,2.83,2.07,2.08,,0.067,3.57,0.5,2.2,2.2,0.0,CIN,42.5,1,4.0,1.098,3.6,50% projection,2.0,2.0,0.72,High,,"2.2 exp opps (proj 2, recent 2) · TE2 · 7% of team targets · vs CIN (DvP 4, +10%) · High confidence",0.78,5.333,12.0,3.6,0.687,9.2,4.6,0
00-0035644,Noah Fant,TE,NO,5857,28.8,7,,ACT,20.0,2019,2.0,3.7884615384615383,3.7884615384615383,0.0,0.41894230769230767,6.425961538461539,-8.0,0.03,current,75% current / 25% prior,4.266666666666667,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,1.73,1.3,11.98,0.13,3.28,2.63,1.97,1.73,,0.055,3.28,0.5,2.8,2.8,0.0,LV,43.5,1,24.0,0.948,3.6,50% projection,2.0,2.0,0.37,Low,,"2.8 exp opps (proj 2, recent 4) · TE2 · 6% of team targets · vs LV (DvP 24, -5%) · Low confidence",0.547,4.667,10.0,3.7,0.477,13.0,5.8,0
00-0034981,Foster Moreau,TE,HOU,5985,29.4,7,,ACT,137.0,2019,2.0,1.8571428571428572,1.8571428571428572,0.0,0.3651785714285714,3.798214285714286,-0.0,-0.15,current,75% current / 25% prior,3.466666666666667,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,1.59,1.27,13.56,0.08,3.12,2.48,1.84,1.59,,0.052,3.11,0.5,1.7,1.7,0.0,IND,42.5,0,6.0,1.082,3.6,50% projection,2.0,2.0,0.68,Med,,"1.7 exp opps (proj 2, recent 2) · TE2 · 5% of team targets · vs IND (DvP 6, +8%) · Med confidence",0.43,2.0,3.0,2.0,0.503,4.0,2.6,0
00-0038115,Daniel Bellinger,TE,TEN,8225,26.0,4,,ACT,112.0,2022,2.0,1.25,1.25,0.0,0.40125,1.783653846153846,-0.0,0.17,current,75% current / 25% prior,4.5,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,1.12,0.88,9.14,0.05,2.08,1.64,1.2,1.12,,0.037,2.09,0.5,1.2,1.2,0.0,NYG,38.5,0,11.0,1.045,3.4,50% projection,2.0,2.0,0.72,High,,"1.2 exp opps (proj 1, recent 1) · TE2 · 4% of team targets · vs NYG (DvP 11, +4%) · High confidence",0.723,3.0,9.0,2.2,0.64,10.8,2.3,0
