gsis_id,sleeper_id,espn_id,pfr_id,name,team,position,age,years_exp,rookie_year,draft_number,nfl_status,injury_status,injury_note,injury_body_part,injury_start_date,practice_participation,practice_description,news_updated,sleeper_depth_order,sleeper_status,sleeper_active
00-0040244,12480,4432731,MataMo00,Moliki Matavao,NO,TE,23.5,1,2025,248.0,RES,IR,,Knee,,,,1787697941804.0,6.0,Inactive,True
00-0040247,12743,4887918,BergJu00,Junior Bergen,NYJ,WR,23.9,1,2025,252.0,CUT,,,,,,,1787177716287.0,,Active,True
00-0040259,13101,4877203,LarvGa00,Gage Larvadain,CLE,WR,23.7,1,2025,,CUT,,,,,,,1788126657958.0,,Active,True
00-0040260,12797,4432374,MarsAh00,Ahmani Marshall,CAR,RB,24.5,1,2025,,DEV,,,,,,,1788851147803.0,,Active,True
00-0040265,13179,4876995,ReedJa05,Ja'Seem Reed,CAR,WR,23.5,1,2025,,DEV,,,,,,,1788391533981.0,,Active,True
00-0040275,12746,4685183,RichJP00,JP Richardson,CHI,WR,24.5,1,2025,,DEV,,,,,,,1788310524614.0,,Active,True
00-0040277,13079,5160110,WalkJa03,Jahdae Walker,CHI,WR,24.2,1,2025,,ACT,,,,,,,1788055251706.0,5.0,Active,True
00-0040298,12863,5093923,ArmsAn01,Andrew Armstrong,KC,WR,25.9,1,2025,,DEV,,,,,,,1788314124994.0,,Active,True
00-0040302,,,,A.J. Henning,MIA,WR,25.0,1,2025,,CUT,,,,,,,,,,
00-0040311,12860,4426535,WeasTh00,Theo Wease Jr.,LAC,WR,25.2,1,2025,,DEV,,,,,,,1788449707096.0,,Active,True
00-0040317,13120,5083297,JoneJa16,Jacoby Jones,WAS,WR,25.1,1,2025,,RES,IR,,Undisclosed,,,,1788231617282.0,9.0,Inactive,True
00-0040323,,,,Chandler Brayboy,JAX,WR,25.1,1,2025,,CUT,,,,,,,,,,
00-0040324,,,,Cam Camper,NYJ,WR,,1,2025,,CUT,,,,,,,,,,
00-0040331,12901,,,Patrick Herbert,LAC,TE,25.9,1,2025,,DEV,,,,,,,1788317725486.0,,Active,True
00-0040332,12479,4690972,JackJa05,Ja'Quinden Jackson,PHI,RB,25.0,1,2025,,CUT,Questionable,,Undisclosed,,,,1788394235103.0,,Inactive,True
00-0040337,12909,4430288,PancEl00,Eli Pancol,IND,WR,26.2,1,2025,,CUT,,,,,,,1788114657023.0,,Active,True
00-0040352,12829,4578436,OwenCo00,Coleman Owen,IND,WR,25.5,1,2025,,RES,Questionable,,Concussion,,,,1788990946931.0,,Inactive,True
00-0040361,12756,,,Stephen Gosnell,BUF,WR,24.9,1,2025,,DEV,,,,,,,1788305423790.0,,Active,True
00-0040363,12765,4688552,LatuKe00,Keleki Latu,BUF,TE,24.1,1,2025,,ACT,,,,,,,1766871304018.0,4.0,Active,True
00-0040375,12761,4594444,,Jordan Moore,CIN,WR,24.4,1,2025,,DEV,,,,,,,,,Active,True
00-0040387,,,,Zach Horton,DET,TE,23.8,1,2025,,CUT,,,,,,,,,,
00-0040388,12935,5178972,KeenJa00,Jakobie Keeney-James,PIT,WR,26.0,1,2025,,CUT,,,,,,,1787957439823.0,,Active,True
00-0040390,12938,4602788,MeekJa00,Jackson Meeks,DET,TE,23.5,1,2025,,ACT,,,,,,,1787505631946.0,4.0,Active,True
00-0040392,,,,Caden Prieskorn,CAR,TE,27.0,1,2025,,CUT,,,,,,,,,,
00-0040394,12939,,,Anthony Tyus III,CAR,RB,23.5,1,2025,,DEV,,,,,,,1788310224506.0,,Active,True
00-0040398,12538,4429435,CookBr03,Brady Cook,MIA,QB,24.9,1,2025,,ACT,,,,,,,1788213314295.0,2.0,Active,True
00-0040400,12515,4431536,,Donovan Edwards,MIA,RB,23.5,1,2025,,CUT,,,,,,,1788022547704.0,,Active,True
00-0040405,12925,4892576,PritJa00,Jamaal Pritchett,NYJ,WR,23.2,1,2025,,DEV,,,,,,,1788403537731.0,,Active,True
00-0040406,,4613050,SkinQu00,Quentin Skinner,BUF,WR,24.7,1,2025,,CUT,,,,,,,,,,
00-0040415,,,,Connor Bazelak,TB,QB,26.0,1,2025,,CUT,,,,,,,,,,
00-0040419,12792,,,Garrett Greene,TB,WR,24.9,1,2025,,DEV,,,,,,,1788410438334.0,,Active,True
00-0040429,12787,4568024,WillJo011,Josh Williams,TB,RB,26.3,1,2025,,DEV,,,,,,,1788410138489.0,,Active,True
00-0040431,12888,4570296,CambDa00,Dalen Cambre,NYG,WR,25.4,1,2025,,DEV,,,,,,,1788400236578.0,,Active,True
00-0040432,12889,4431210,CollBe00,Beaux Collins,ATL,WR,23.7,1,2025,,RES,IR,,Undisclosed,,,,1788149108143.0,8.0,Inactive,True
00-0040438,12460,4696062,WellAn00,Antwane Wells Jr.,ATL,WR,25.4,1,2025,,DEV,,,,,,,1781730614267.0,,Active,True
00-0040445,12772,4565172,,Courtney Jackson,TEN,WR,25.5,1,2025,,CUT,,,,,,,1788121857466.0,,Active,True
00-0040457,,,,Jermaine Terry,CLE,TE,,1,2025,,CUT,,,,,,,,,,
00-0040464,12773,4429020,UiagDJ00,DJ Uiagalelei,LAC,QB,25.4,1,2025,,DEV,,,,,,,1788315925253.0,,Active,True
00-0040466,12472,4601080,SandRa00,Raheim Sanders,CLE,RB,24.3,1,2025,,ACT,,,,,,,1786913115288.0,3.0,Active,True
00-0040476,12826,4426689,BentUl00,Ulysses Bentley IV,IND,RB,25.7,1,2025,,CUT,,,,,,,1788312625388.0,,Active,True
00-0040488,13122,5155825,RunyCa00,Carter Runyon,LV,TE,25.1,1,2025,,RES,IR,,Undisclosed,,,,1788198914581.0,5.0,Active,True
00-0040494,12775,4573398,BrosMa00,Max Brosmer,MIN,QB,25.5,1,2025,,DEV,,,,,,,1788395135019.0,,Active,True
00-0040498,,,,Dontae Fleming,MIN,WR,24.8,1,2025,,RES,,,,,,,,,,
00-0040504,12941,,,Bryson Nesbit,MIN,TE,24.0,1,2025,,RES,Questionable,,Undisclosed,,,,1788230716065.0,,Inactive,True
00-0040506,13075,4430656,PricMy00,Myles Price,MIN,WR,24.7,1,2025,,ACT,,,,,,,1786824902758.0,6.0,Active,True
00-0040509,13121,4433959,YuroBe00,Ben Yurosek,MIN,TE,24.5,1,2025,,ACT,IR,,Undisclosed,,,,1788912022274.0,5.0,Inactive,True
00-0040522,12520,4431353,RestXa00,Xavier Restrepo,TEN,WR,24.4,1,2025,,DEV,,,,,,,1788481216400.0,,Active,True
00-0040526,12940,5093062,,Tre Stewart,ARI,RB,,1,2025,,CUT,,,,,,,1786824603321.0,,Active,True
00-0040528,,,,JJ Galbreath,IND,TE,25.1,1,2025,,CUT,,,,,,,,,,
00-0040531,12972,4431597,TaylRo02,Roc Taylor,CAR,WR,,1,2025,,CUT,,,,,,,1788031248594.0,,Active,True
00-0040534,12971,4570738,WillKe08,Ke'Shawn Williams,CIN,WR,24.7,1,2025,,ACT,,,,,,,1765923046526.0,6.0,Active,True
00-0040547,12897,4605841,,Nate Carter,KC,RB,24.3,1,2025,,DEV,,,,,,,1788313825009.0,,Active,True
00-0040551,12478,4570242,NashNi00,Nick Nash,WAS,WR,27.2,1,2025,,CUT,,,,,,,1788060652317.0,,Active,True
00-0040552,12883,4430482,SimoJo03,Joshua Simon,WAS,TE,25.8,1,2025,,DEV,,,,,,,1788853247925.0,,Active,True
00-0040553,12884,4572380,,Quincy Skinner Jr.,NYJ,WR,,1,2025,,CUT,,,,,,,1788122157522.0,,Active,True
00-0040556,12491,4431431,KineCo00,Corey Kiner,NE,RB,24.6,1,2025,,ACT,,,,,,,1788035150497.0,2.0,Active,True
00-0040558,13074,4428116,NeyoIs00,Isaiah Neyor,GB,WR,25.3,1,2025,,DEV,,,,,,,1788311724785.0,,Active,True
00-0040563,12542,4695193,ChisEf00,Efton Chism III,NE,WR,24.9,1,2025,,ACT,Out,,Coach's Decision,,,,1788995147051.0,6.0,Active,True
00-0040566,12984,4596545,DippCJ00,CJ Dippre,TB,TE,24.4,1,2025,,DEV,,,,,,,1788355529365.0,,Active,True
00-0040567,,,,Brock Lampe,SEA,RB,23.4,1,2025,,CUT,,,,,,,,,,
00-0040568,12969,4698253,LariLa00,Lan Larison,NE,RB,24.9,1,2025,,DEV,,,,,,,1788990046635.0,,Active,True
00-0040570,13124,,,Jeremiah Webb,NE,WR,25.3,1,2025,,RES,IR,,Arm,,,,1785104414293.0,7.0,Inactive,True
00-0040581,12541,4432775,ThorDo00,Dont'e Thornton Jr.,LV,WR,23.8,1,2025,108.0,RES,IR,,Undisclosed,,,,1788233715733.0,10.0,Inactive,True
00-0040582,12539,4429105,SmitAr01,Arian Smith,NYJ,WR,24.9,1,2025,110.0,ACT,,,,,,,1781310034279.0,6.0,Active,True
00-0040583,12474,4429059,MarkWo00,Woody Marks,HOU,RB,25.7,1,2025,116.0,ACT,,,,,,,1788811841793.0,2.0,Active,True
00-0040584,12502,4686728,HelmGu00,Gunnar Helm,TEN,TE,24.0,1,2025,120.0,ACT,,,,,,,1788639324363.0,1.0,Active,True
00-0040586,12457,4685279,BlueJa01,Jaydon Blue,PHI,RB,22.7,1,2025,149.0,DEV,,,,,,,1788221714085.0,,Active,True
00-0040589,12477,4430431,RourKu01,Kurtis Rourke,SF,QB,25.9,1,2025,227.0,ACT,,,,,,,1788913822092.0,3.0,Active,True
00-0040590,12718,4710855,MumpKo00,Konata Mumpfield,LA,WR,23.9,1,2025,242.0,ACT,,,,,,,1777573224836.0,3.0,Active,True
00-0040597,13011,4431342,PresBr00,Brennan Presley,LA,WR,24.6,1,2025,,DEV,,,,,,,1788318026081.0,,Active,True
00-0040598,13013,,,Mark Redman,GB,TE,24.6,1,2025,,ACT,,,,,,,1788122757554.0,7.0,Active,True
00-0040601,,,,Jordan Waters,LA,RB,25.7,1,2025,,DEV,,,,,,,,,,
00-0040609,,,,Tru Edwards,LA,WR,25.3,1,2025,,CUT,,,,,,,,,,
00-0040616,,,,Kisean Johnson,GB,WR,24.6,1,2025,,CUT,,,,,,,,,,
00-0040617,13189,4566157,FlorLu00,Luke Floriea,CLE,WR,24.9,1,2025,,CUT,,,,,,,1788122457685.0,,Active,True
00-0040618,,,,Max Hurleman,PIT,WR,24.9,1,2025,,DEV,,,,,,,,,,
00-0040621,13199,4600597,FostMo00,Montorie Foster Jr,SEA,WR,25.1,1,2025,,ACT,,,,,,,1788462907817.0,9.0,Active,True
00-0040628,13210,4429466,DabnDr00,Drake Dabney,GB,TE,24.3,1,2025,,DEV,,,,,,,1788311424790.0,,Active,True
00-0040629,13202,4569372,CampDa01,Dalevon Campbell,LAC,WR,24.8,1,2025,,RES,IR,,Leg,,,,1788229816652.0,8.0,Inactive,True
00-0040633,,,,Kyrese Rowan,DEN,WR,25.6,1,2025,,CUT,,,,,,,,,,
00-0040637,,,,Lucas Scott,BAL,RB,23.0,1,2025,,CUT,,,,,,,,,,
00-0040644,12531,4685350,EtieTr01,Trevor Etienne,CAR,RB,22.2,1,2025,114.0,RES,IR,,Ankle,,,,1788208215125.0,4.0,Inactive,True
00-0040646,12505,5082630,RoyaJa00,Jalen Royals,KC,WR,23.6,1,2025,133.0,ACT,,,,,,,1787496631257.0,5.0,Active,True
00-0040648,12497,4597703,HortTo00,Tory Horton,SEA,WR,23.8,1,2025,166.0,ACT,Out,,Hamstring,,,,1788995447289.0,4.0,Active,True
00-0040649,12656,4691688,OuztRo00,Robbie Ouzts,SEA,RB,24.0,1,2025,175.0,RES,IR,,Undisclosed,,,,1786750245438.0,7.0,Inactive,True
00-0040651,12462,4808830,MartDa02,Damien Martinez,GB,RB,22.6,1,2025,223.0,CUT,,,,,,,1788208215065.0,,Active,True
00-0040653,12475,4431479,WhitRi01,Ricky White III,SEA,WR,24.6,1,2025,238.0,DEV,,,,,,,1788409238233.0,,Active,True
00-0040656,13217,4565358,DekkHu00,Hunter Dekkers,NO,QB,25.2,1,2025,,CUT,,,,,,,1788060352460.0,,Active,True
00-0040663,12506,5083076,FannHa00,Harold Fannin Jr.,CLE,TE,22.1,1,2025,67.0,ACT,,,,,,,1788706530649.0,1.0,Active,True
00-0040666,12507,4685382,HampOm00,Omarion Hampton,LAC,RB,23.5,1,2025,22.0,ACT,,,,,,,1788450605412.0,1.0,Active,True
00-0040667,12501,4701936,GoldMa02,Matthew Golden,GB,WR,23.1,1,2025,23.0,ACT,,,,,,,1788968426740.0,3.0,Active,True
00-0040668,12524,4432762,SandSh00,Shedeur Sanders,CLE,QB,24.6,1,2025,144.0,ACT,,,,,,,1788972035475.0,3.0,Active,True
00-0040669,12535,5123663,TeSlIs00,Isaac TeSlaa,DET,WR,24.6,1,2025,70.0,ACT,,,,,,,1788882949919.0,3.0,Active,True
00-0040673,12510,4432734,MilrJa00,Jalen Milroe,SEA,QB,23.7,1,2025,92.0,ACT,Out,,Coach's Decision,,,,1788995447313.0,3.0,Active,True
00-0040676,12522,4688380,WardCa00,Cam Ward,TEN,QB,24.3,1,2025,1.0,ACT,,,,,,,1788554422621.0,1.0,Active,True
00-0040691,12508,4689114,DartJa00,Jaxson Dart,NYG,QB,23.3,1,2025,25.0,ACT,,,,,,,1788619817318.0,1.0,Active,True
00-0040692,11569,4710341,HuntJa03,Jarquez Hunter,MIA,RB,23.7,1,2025,117.0,DEV,,,,,,,1788318925633.0,,Active,True
00-0040697,13249,,,Thomas Gordon,DET,TE,26.0,1,2025,,DEV,,,,,,,1788311424804.0,,Active,True
00-0040702,,,,Mitch Van Vooren,DAL,TE,,1,2025,,DEV,,,,,,,,,,
00-0040704,12486,4427238,GabrDi00,Dillon Gabriel,CLE,QB,25.7,1,2025,94.0,RES,IR,,Back,,,,1788202512654.0,2.0,Inactive,True
00-0040705,12540,4431268,DikeCh00,Chimere Dike,TEN,WR,24.7,1,2025,103.0,ACT,,,,,,,1788658825992.0,4.0,Active,True
00-0040715,12481,4696981,SkatCa00,Cam Skattebo,NYG,RB,24.6,1,2025,105.0,ACT,,,,,,,1788892251076.0,1.0,Active,True
00-0040718,12530,4685415,HuntTr00,Travis Hunter,JAX,WR,23.3,1,2025,2.0,ACT,,,,,,,,,,
00-0040719,12490,4882093,TuteBh00,Bhayshul Tuten,JAX,RB,24.6,1,2025,104.0,ACT,,,,,,,1788988246606.0,1.0,Active,True
00-0040727,12509,4686612,HarrTr03,Tre Harris,LAC,WR,24.5,1,2025,55.0,ACT,,,,,,,1788992146975.0,3.0,Active,True
00-0040729,12483,4603186,BechJa00,Jack Bech,LV,WR,23.7,1,2025,58.0,ACT,,,,,,,1788646825009.0,3.0,Active,True
00-0040730,12489,4568490,HarvRJ00,RJ Harvey,DEN,RB,25.6,1,2025,60.0,ACT,,,,,,,1788543321840.0,2.0,Active,True
00-0040734,12529,4432710,HendTr02,TreVeyon Henderson,NE,RB,23.9,1,2025,38.0,ACT,Out,,Ankle,,,,1788902120347.0,4.0,Active,True
00-0040735,12519,4685278,BurdLu00,Luther Burden III,CHI,WR,22.7,1,2025,39.0,ACT,,,,,,,1788986446475.0,2.0,Active,True
00-0040736,12498,4808766,TaylMa02,Mason Taylor,NYJ,TE,22.3,1,2025,42.0,ACT,,,,,,,1788974734224.0,1.0,Active,True
00-0040737,12487,4570037,FergTe00,Terrance Ferguson,LA,TE,23.5,1,2025,46.0,ACT,,,,,,,1788986445774.0,1.0,Active,True
00-0040739,12521,4678006,ArroEl00,Elijah Arroyo,SEA,TE,23.4,1,2025,50.0,ACT,,,,,,,1788734733392.0,2.0,Active,True
00-0040743,12545,4360689,ShouTy00,Tyler Shough,NO,QB,26.9,1,2025,40.0,ACT,,,,,,,1788883550036.0,1.0,Active,True
00-0040753,12788,,,Will Sheppard,MIA,WR,24.6,1,2025,,DEV,,,,,,,1788333627793.0,,Active,True
00-0040769,,,,Jaden Smith,DAL,WR,24.7,1,2025,,CUT,,,,,,,,,,
00-0040782,12503,4808839,BondIs00,Isaiah Bond,CLE,WR,22.5,1,2025,,ACT,,,,,,,1788807342802.0,4.0,Active,True
00-0040784,12512,4685702,JudkQu00,Quinshon Judkins,CLE,RB,22.9,1,2025,36.0,ACT,,,,,,,1788449105184.0,1.0,Active,True
00-0040785,13264,4384852,MeyeDo00,Dohnte Meyers,CIN,WR,26.2,0,2026,,ACT,,,,,,,1788110756008.0,5.0,Active,True
00-0040792,,,,Layne Pryor,HOU,TE,,1,2025,,CUT,,,,,,,,,,
00-0040853,13407,,,Carson Towt,IND,TE,25.3,0,2026,,RES,IR,,Undisclosed,,,,1787124054406.0,6.0,Inactive,True
00-0040867,13294,4870795,LemoMa00,Makai Lemon,PHI,WR,22.3,0,2026,20.0,ACT,,,,,,,1788884150059.0,3.0,Active,True
00-0040870,13293,4870847,LaneJa01,Ja'Kobi Lane,BAL,WR,22.1,0,2026,80.0,ACT,,,,,,,1788881449804.0,3.0,Active,True
00-0040876,13268,5088338,SarrEl00,Elijah Sarratt,BAL,WR,23.3,0,2026,115.0,ACT,,,,,,,1788633623689.0,5.0,Active,True
00-0040878,13305,,,Mike Washington Jr.,LV,RB,23.2,0,2026,122.0,ACT,,,,,,,1788972034228.0,2.0,Active,True
00-0040879,,4432260,HibnMa00,Matthew Hibner,BAL,TE,24.5,0,2026,133.0,ACT,,,,,,,,,,
00-0040886,13288,4685555,SingNi01,Nicholas Singleton,TEN,RB,22.7,0,2026,165.0,ACT,,,,,,,1788708631044.0,3.0,Active,True
00-0040887,13273,4876132,CuevJo00,Josh Cuevas,BAL,TE,24.0,0,2026,173.0,ACT,,,,,,,1787984743637.0,4.0,Active,True
00-0040888,13302,4685526,RandAd00,Adam Randall,BAL,RB,22.2,0,2026,174.0,RES,IR,,Undisclosed,,,,1788207014914.0,5.0,Inactive,True
00-0040890,13413,4912218,AlleCy00,Cyrus Allen,KC,WR,23.6,0,2026,176.0,ACT,,,,,,,1788920122177.0,4.0,Active,True
00-0040891,13335,4879250,PaytCo00,Cole Payton,PHI,QB,23.9,0,2026,178.0,ACT,,,,,,,1786850407568.0,4.0,Active,True
00-0040894,13329,5150247,BensMa00,Malik Benson,LV,WR,23.9,0,2026,195.0,ACT,,,,,,,1787891756940.0,4.0,Active,True
00-0040895,13313,4685381,HendEm00,Emmanuel Henderson Jr.,SEA,WR,23.5,0,2026,199.0,DEV,,,,,,,1788408938179.0,,Active,True
00-0040900,13582,4685110,SmitAn05,Anthony Smith,DAL,WR,24.5,0,2026,218.0,DEV,,,,,,,1788309924388.0,,Active,True
00-0040901,13422,4877034,KanaJa00,Jaren Kanak,TEN,TE,22.6,0,2026,225.0,RES,IR,,Pectoral,,,,1786946722005.0,6.0,Inactive,True
00-0040906,13404,4567747,NussGa00,Garrett Nussmeier,KC,QB,24.6,0,2026,249.0,ACT,,,,,,,1787976642934.0,3.0,Active,True
00-0040912,13776,4814930,BeatHa00,Hank Beatty,TEN,WR,,0,2026,,CUT,,,,,,,1788481516401.0,,Active,True
00-0040919,13600,5103197,MontTy02,Tyren Montgomery,TEN,WR,25.2,0,2026,,DEV,,,,,,,1788482116507.0,,Active,True
00-0040930,13726,4808759,,Camden Brown,DAL,WR,22.3,0,2026,,ACT,,,,,,,1788463208030.0,6.0,Active,True
00-0040934,13325,4685409,,Jordan Hudson,DAL,WR,22.8,0,2026,,DEV,,,,,,,1788310524604.0,,Active,True
00-0040937,13725,4430689,,Dominic Richardson,NYJ,RB,,0,2026,,RES,Questionable,,Undisclosed,,,,1788852048246.0,,Inactive,True
00-0040938,13355,,,DJ Rogers,DAL,TE,24.8,0,2026,,RES,IR,,Knee,,,,1788217514294.0,6.0,Inactive,True
00-0040939,13401,4594749,TrigMi00,Michael Trigg,DAL,TE,24.2,0,2026,,DEV,,,,,,,1788310224497.0,,Active,True
00-0040946,13906,4683165,,Jaden Nixon,GB,RB,,0,2026,,CUT,,,,,,,1788114056828.0,,Active,True
00-0040948,13770,4635009,MichJ00,J. Michael Sturdivant,GB,WR,24.0,0,2026,,ACT,,,,,,,1788117056521.0,9.0,Active,True
00-0040953,13392,4885466,CaldJe01,Jeff Caldwell,KC,WR,23.5,0,2026,,RES,IR,Soreness,Knee,,,,1787699741662.0,8.0,Inactive,True
00-0040954,13905,,,Omari Evans,KC,WR,22.7,0,2026,,DEV,,,,,,,1788314725183.0,,Active,True
00-0040955,13342,4708490,MichJo03,John Michael Gyllenborg,KC,TE,24.1,0,2026,,RES,IR,,Knee,,,,1785276001616.0,6.0,Inactive,True
00-0040959,13419,4685489,OttxJa01,Jaydn Ott,KC,RB,23.7,0,2026,,DEV,,,,,,,1788315025468.0,,Active,True
00-0040964,13778,4430825,SmitEJ00,EJ Smith,KC,RB,,0,2026,,RES,Questionable,,Undisclosed,,,,1788576625083.0,,Inactive,True
00-0040967,,,,Jacob De Jesus,KC,WR,,0,2026,,CUT,,,,,,,,,,
00-0040970,13890,,,Michael Briscoe,MIN,WR,24.1,0,2026,,DEV,,,,,,,1788321625851.0,,Active,True
00-0040974,,,,Lance Mason,PIT,TE,,0,2026,,CUT,,,,,,,,,,
00-0040976,,,,Levi Wentz,PIT,WR,,0,2026,,CUT,,,,,,,,,,
00-0040977,,,,Cortez Braham,BAL,WR,,0,2026,,CUT,,,,,,,,,,
00-0040981,13350,4429582,FagnJo00,Joe Fagnano,BAL,QB,25.4,0,2026,,ACT,,,,,,,1788498018283.0,4.0,Active,True
00-0040984,,,,Dontae McMillan,BAL,RB,,0,2026,,CUT,,,,,,,,,,
00-0040986,13705,,,Ty Pezza,BAL,WR,24.0,0,2026,,DEV,,,,,,,,,Active,True
00-0040989,,,,Octavian Smith,BAL,WR,,0,2026,,CUT,,,,,,,,,,
00-0040991,,,,Elijah Tau-Tolliver,BAL,RB,,0,2026,,CUT,,,,,,,,,,
00-0040996,,,,Jacob Clark,LV,QB,,0,2026,,CUT,,,,,,,,,,
00-0040998,13416,4688835,HembRo00,Roman Hemby,LV,RB,24.1,0,2026,,DEV,,,,,,,1788316825506.0,,Active,True
00-0041001,,,,Matt Lauter,MIN,TE,,0,2026,,CUT,,,,,,,,,,
00-0041004,13410,4714388,RobeCh00,Chase Roberts,LV,WR,,0,2026,,RES,Questionable,,Undisclosed,,,,1788576925083.0,,Inactive,True
00-0041005,13898,,,Corey Rucker,LV,WR,24.3,0,2026,,RES,IR,,Undisclosed,,,,1781124916279.0,11.0,Inactive,True
00-0041011,,,,E.J. Williams Jr.,LV,WR,,0,2026,,CUT,,,,,,,,,,
00-0041013,13337,4832955,JohnEm01,Emmett Johnson,KC,RB,22.9,0,2026,161.0,ACT,,,,,,,1788843945551.0,2.0,Active,True
00-0041016,13913,,,Patrick Gurd,LV,TE,24.6,0,2026,,CUT,,,,,,,1788853848477.0,,Active,True
00-0041020,,,,Xavier Loyd,KC,WR,,0,2026,,CUT,,,,,,,,,,
00-0041027,13287,4870808,LoveJe00,Jeremiyah Love,ARI,RB,21.3,0,2026,3.0,ACT,Questionable,,Ankle,,,,1788989748307.0,1.0,Active,True
00-0041029,13281,4880281,TysoJo00,Jordyn Tyson,NO,WR,22.1,0,2026,8.0,RES,IR,Strain,Hamstring,,,,1788907820809.0,11.0,Inactive,True
00-0041032,13330,5083315,SadiKe00,Kenyon Sadiq,NYJ,TE,21.5,0,2026,16.0,ACT,,,,,,,1788985847526.0,2.0,Active,True
00-0041035,13417,4710714,StriDe01,De'Zhaun Stribling,SF,WR,23.7,0,2026,33.0,ACT,,,,,,,1788981645458.0,3.0,Active,True
00-0041037,13346,4832800,BostDe00,Denzel Boston,CLE,WR,22.8,0,2026,39.0,ACT,,,,,,,1788832544143.0,3.0,Active,True
00-0041040,13301,5081432,WillAn04,Antonio Williams,WAS,WR,22.2,0,2026,71.0,ACT,,,,,,,1788720032085.0,3.0,Active,True
00-0041041,13319,4702559,DelpOs01,Oscar Delp,NO,TE,23.1,0,2026,73.0,ACT,Questionable,,Hamstring,,,,1787614241787.0,3.0,Active,True
00-0041042,13285,4682648,FielMa00,Malachi Fields,NYG,WR,23.0,0,2026,74.0,ACT,,,,,,,1788982545388.0,3.0,Active,True
00-0041044,13320,4870612,BranZa00,Zachariah Branch,ATL,WR,22.4,0,2026,79.0,ACT,Questionable,,Hamstring,,,,1788985546426.0,4.0,Active,True
00-0041047,13353,5091739,BrazCh01,Chris Brazzell II,CAR,WR,22.9,0,2026,83.0,RES,IR,,Knee,,,,1785555638825.0,10.0,Inactive,True
00-0041048,13317,5220680,HursTe00,Ted Hurst III,TB,WR,22.2,0,2026,84.0,ACT,,,,,,,1788711331117.0,4.0,Active,True
00-0041051,13411,4869748,ThomZa05,Zavion Thomas,CHI,WR,22.6,0,2026,89.0,ACT,,,,,,,1788915925425.0,4.0,Active,True
00-0041052,13414,4696044,BlacKa00,Kaelon Black,SF,RB,24.9,0,2026,90.0,ACT,,,,,,,1788960625981.0,2.0,Active,True
00-0041056,13303,4685413,KlubCa00,Cade Klubnik,NYJ,QB,22.9,0,2026,110.0,ACT,,,,,,,1788203114293.0,3.0,Active,True
00-0041067,13420,4879276,LancBr00,Bryce Lance,NO,WR,24.1,0,2026,136.0,ACT,,,,,,,1787979042988.0,3.0,Active,True
00-0041069,13477,5092508,YounCo01,Colbie Young,CIN,WR,24.1,0,2026,140.0,ACT,,,,,,,1787975442509.0,4.0,Active,True
00-0041070,13297,4869132,VirgRe00,Reggie Virgil,ARI,WR,22.3,0,2026,143.0,ACT,,,,,,,1788061252400.0,5.0,Active,True
00-0041077,13400,4912052,JolyJu00,Justin Joly,MIA,TE,22.2,0,2026,152.0,ACT,,,,,,,1788215113829.0,4.0,Active,True
00-0041081,13516,4878695,BredMa00,Max Bredeson,MIN,RB,23.9,0,2026,159.0,ACT,,,,,,,1780615238081.0,4.0,Active,True
00-0041084,13408,4917427,KoziTa00,Tanner Koziol,JAX,TE,22.6,0,2026,164.0,ACT,,,,,,,1787424025037.0,3.0,Active,True
00-0041087,13435,4565859,RoyeJo01,Joe Royer,CLE,TE,24.5,0,2026,170.0,RES,PUP,,Personal,,,,1788125758011.0,5.0,Active,True
00-0041092,13306,4431325,GreeTa00,Taylen Green,CLE,QB,23.9,0,2026,182.0,ACT,,,,,,,1788811542358.0,4.0,Active,True
00-0041094,13308,4890373,SharBa00,Bauer Sharp,TB,TE,23.4,0,2026,185.0,ACT,,,,,,,1780442450830.0,5.0,Active,True
00-0041096,13405,4685246,AlleKa01,Kaytron Allen,WAS,RB,23.7,0,2026,187.0,ACT,,,,,,,1788712831238.0,3.0,Active,True
00-0041099,13533,4698597,BrowBa02,Barion Brown,NO,WR,22.7,0,2026,190.0,ACT,,,,,,,1788966926414.0,4.0,Active,True
00-0041100,13394,4879194,CameJo01,Josh Cameron,JAX,WR,23.5,0,2026,191.0,ACT,,,,,,,1787370031026.0,5.0,Active,True
00-0041104,13347,4832846,ClaiDe00,Demond Claiborne,MIN,RB,22.9,0,2026,198.0,ACT,,,,,,,1788748534894.0,3.0,Active,True
00-0041106,13554,5085024,WillCJ00,C.J. Williams,JAX,WR,23.9,0,2026,203.0,ACT,,,,,,,1787410523046.0,9.0,Active,True
00-0041116,13282,5085189,EndrJa00,Jack Endries,CIN,TE,22.5,0,2026,221.0,ACT,,,,,,,1786816501976.0,4.0,Active,True
00-0041117,13557,4432722,KaliAt00,Athan Kaliakmanis,WAS,QB,23.1,0,2026,223.0,ACT,,,,,,,1788621917903.0,4.0,Active,True
00-0041123,13295,4431465,MortBe00,Behren Morton,NE,QB,24.6,0,2026,234.0,ACT,Out,,Coach's Decision,,,,1788995447298.0,3.0,Active,True
00-0041125,13424,4686468,McGoSe01,Seth McGowan,IND,RB,24.9,0,2026,237.0,ACT,,,,,,,1788897951398.0,2.0,Active,True
00-0041129,13403,4685477,MillJa03,Jam Miller,NE,RB,,0,2026,245.0,CUT,Questionable,,Undisclosed,,,,1788146407696.0,,Active,True
