gsis_id,sleeper_id,espn_id,pfr_id,name,team,position,age,years_exp,rookie_year,draft_number,nfl_status,injury_status,injury_note,injury_body_part,injury_start_date,practice_participation,practice_description,news_updated,sleeper_depth_order,sleeper_status,sleeper_active
00-0036988,7670,4242433,PalmJo00,Josh Palmer,BUF,WR,27.0,5,2021,77.0,ACT,,,,,,,1788893451527.0,4.0,Active,True
00-0036997,7588,4361579,WillJa10,Javonte Williams,DAL,RB,26.4,5,2021,35.0,ACT,,,,,,,1788561023166.0,1.0,Active,True
00-0037004,7535,4239944,LongHu00,Hunter Long,ARI,TE,28.1,5,2021,81.0,ACT,,,,,,,1788111957736.0,3.0,Active,True
00-0037005,7694,4372780,TremTo00,Tommy Tremble,CAR,TE,26.3,5,2021,83.0,ACT,,,,,,,1787424625321.0,2.0,Active,True
00-0037011,7554,4240023,McKiTr00,Tre' McKitty,WAS,TE,27.7,5,2021,97.0,CUT,,,,,,,1787067347249.0,,Active,True
00-0037012,7610,4383351,LancTr00,Trey Lance,LAC,QB,26.3,5,2021,3.0,ACT,,,,,,,1788146106475.0,2.0,Active,True
00-0037013,7538,4361259,WilsZa00,Zach Wilson,NO,QB,27.1,5,2021,2.0,ACT,,,,,,,1787976942824.0,2.0,Active,True
00-0037031,8107,4916349,KaliNi00,Nikola Kalinic,CHI,TE,29.6,4,2022,,RES,IR,,Knee,,,,1787096450285.0,5.0,Inactive,True
00-0037055,8745,4247812,McCuLa01,Lance McCutcheon,TEN,WR,27.5,4,2022,,CUT,,,,,,,1775096417045.0,,Active,True
00-0037077,8162,4426875,HoweSa00,Sam Howell,DAL,QB,26.0,4,2022,144.0,ACT,,,,,,,1788304523035.0,2.0,Active,True
00-0037078,8214,4361438,TurnCo00,Cole Turner,MIA,TE,26.5,4,2022,149.0,RES,IR,,Undisclosed,,,,1787874054706.0,5.0,Inactive,True
00-0037085,8208,4362748,BadiTy00,Tyler Badie,DEN,RB,27.6,4,2022,196.0,ACT,,,,,,,1788617417619.0,4.0,Active,True
00-0037086,8177,4241374,CalcGr00,Grant Calcaterra,PHI,TE,27.8,4,2022,198.0,RES,IR,,Back,,,,1788301823709.0,4.0,Inactive,True
00-0037091,8204,4259305,MeltBo00,Bo Melton,GB,WR,27.3,4,2022,229.0,ACT,,,,,,,1787977242647.0,4.0,Active,True
00-0037093,8527,4401805,YounDa02,Dareke Young,LV,WR,27.3,4,2022,233.0,ACT,,,,,,,1782249623537.0,5.0,Active,True
00-0037098,8235,4027873,TourSa00,Samori Toure,PHI,WR,28.5,4,2022,258.0,CUT,,,,,,,1788024647802.0,,Active,True
00-0037112,8698,4259147,TongJa00,Jake Tonges,SF,TE,27.2,4,2022,,ACT,,,,,,,1788721532219.0,2.0,Active,True
00-0037120,8207,4429676,GoodTy00,Tyler Goodson,ATL,RB,25.8,4,2022,,DEV,,,,,,,1788237616612.0,,Active,True
00-0037132,8414,3926231,CoveBr00,Britain Covey,PHI,WR,29.5,4,2022,,DEV,,,,,,,1788403837412.0,,Active,True
00-0037156,8861,3929636,CharIr00,Irvin Charles,SEA,WR,29.4,4,2022,,RES,IR,,Undisclosed,,,,1788212414843.0,5.0,Inactive,True
00-0037157,8122,4427728,KnigZo00,Bam Knight,ARI,RB,25.4,4,2022,,ACT,,,,,,,1786077909551.0,3.0,Active,True
00-0037197,8205,4361529,PachIs00,Isiah Pacheco,DET,RB,27.5,4,2022,251.0,RES,IR,,Back,,,,1788372331442.0,4.0,Inactive,True
00-0037228,8228,4569987,WarrJa01,Jaylen Warren,PIT,RB,27.9,4,2022,,ACT,,,,,,,1788973234282.0,1.0,Active,True
00-0037231,8200,4372758,AustKe00,Kevin Austin Jr.,NO,WR,26.4,4,2022,,DEV,,,,,,,1788393034648.0,,Active,True
00-0037238,8112,4426502,LondDr00,Drake London,ATL,WR,25.1,4,2022,8.0,ACT,,,,,,,1788537021086.0,1.0,Active,True
00-0037239,8144,4361370,OlavCh00,Chris Olave,NO,WR,26.2,4,2022,11.0,ACT,,,,,,,1788560723476.0,1.0,Active,True
00-0037240,8148,4426388,WillJa11,Jameson Williams,DET,WR,25.5,4,2022,12.0,ACT,,,,,,,1788364530619.0,2.0,Active,True
00-0037247,8137,4426354,PickGe00,George Pickens,DAL,WR,25.5,4,2022,52.0,ACT,,,,,,,1788558022796.0,2.0,Active,True
00-0037248,8138,4379399,CookJa01,James Cook,BUF,RB,27.0,4,2022,63.0,ACT,,,,,,,1788447941553.0,1.0,Active,True
00-0037252,8172,4367209,DulcGr00,Greg Dulcich,MIA,TE,26.5,4,2022,80.0,ACT,,,,,,,1788804641153.0,1.0,Active,True
00-0037256,8136,4697815,WhitRa01,Rachaad White,WAS,RB,27.7,4,2022,91.0,ACT,,,,,,,1788991247988.0,2.0,Active,True
00-0037258,8129,4360238,PierDa01,Dameon Pierce,PHI,RB,26.6,4,2022,107.0,DEV,,,,,,,1788404137676.0,,Active,True
00-0037261,8134,4373678,ShakKh00,Khalil Shakir,BUF,WR,26.6,4,2022,148.0,ACT,,,,,,,1788990347732.0,2.0,Active,True
00-0037263,8132,4373626,AllgTy00,Tyler Allgeier,ARI,RB,26.4,4,2022,151.0,ACT,,,,,,,1788959725721.0,2.0,Active,True
00-0037276,8230,4242431,ChanTy01,Ty Chandler,NO,RB,28.3,4,2022,169.0,RES,IR,,Knee,,,,1787697641245.0,5.0,Inactive,True
00-0037277,8227,4374045,QuitTe00,Teagan Quitoriano,ARI,TE,26.5,4,2022,170.0,DEV,,,,,,,1788238216835.0,,Active,True
00-0037282,8170,4361988,MitcJa00,James Mitchell,DAL,TE,27.1,4,2022,177.0,DEV,,,,,,,1788480616444.0,,Active,True
00-0037291,8180,4382466,NailJa00,Jalen Nailor,LV,WR,27.5,4,2022,191.0,ACT,,,,,,,1788550822308.0,2.0,Active,True
00-0037292,8489,4722908,OgleAn00,Andrew Ogletree,IND,TE,28.1,4,2022,192.0,ACT,Questionable,,Neck,,,,1788993046887.0,3.0,Active,True
00-0037304,8181,4241961,HeywCo00,Connor Heyward,LV,RB,27.6,4,2022,208.0,ACT,,,,,,,1780611637341.0,3.0,Active,True
00-0037311,8484,4034779,KiefKo00,Ko Kieft,TB,TE,28.6,4,2022,218.0,ACT,,,,,,,1785447923809.0,3.0,Active,True
00-0037317,8523,4249624,MuseNi00,Nick Muse,ATL,TE,27.8,4,2022,227.0,DEV,,,,,,,1788238216837.0,,Active,True
00-0037324,8413,4044111,OladCh00,Chris Oladokun,KC,QB,29.0,4,2022,241.0,RES,Questionable,,Undisclosed,,,,1788852048167.0,,Inactive,True
00-0037327,8206,4036419,ThomSk00,Skylar Thompson,BAL,QB,29.3,4,2022,247.0,RES,IR,,Undisclosed,,,,1786562720771.0,3.0,Inactive,True
00-0037329,8423,4036032,BrowBr06,Brittain Brown,CHI,RB,28.9,4,2022,250.0,RES,IR,,Undisclosed,,,,1788193513409.0,5.0,Inactive,True
00-0037340,8799,4876006,MitcZa00,Zaire Mitchell-Paden,HOU,TE,27.1,4,2022,,DEV,,,,,,,1788310824776.0,,Active,True
00-0037380,8755,5065495,DaviKa02,Kaden Davis,CHI,WR,28.0,4,2022,,DEV,,,,,,,1788309924404.0,,Active,True
00-0037382,8756,4035198,JohnBr23,Brandon Johnson,PIT,WR,28.1,4,2022,,DEV,,,,,,,1788406537966.0,,Active,True
00-0037410,8194,4372519,CorbJa01,Jashaun Corbin,DAL,RB,26.1,4,2022,,CUT,,,,,,,1786180229486.0,,Active,True
00-0037422,8783,4035776,PryoKe00,Kendric Pryor,CIN,WR,28.7,4,2022,,CUT,,,,,,,1771453522314.0,,Active,True
00-0037475,8583,4250764,SmarSt00,Stone Smartt,NO,TE,27.9,4,2022,,DEV,,,,,,,1788401136571.0,,Active,True
00-0037487,8253,4374187,ThomDe07,Deven Thompkins,LV,WR,26.7,4,2022,,DEV,,,,,,,1788316225422.0,,Active,True
00-0037509,8220,4430104,McCoSi00,Sincere McCormick,SF,RB,26.0,4,2022,,DEV,,,,,,,1788406838079.0,,Active,True
00-0037524,8250,4245144,MartTa00,Tay Martin,DET,WR,28.7,4,2022,,ACT,,,,,,,1788618917601.0,4.0,Active,True
00-0037525,8408,4360569,MasoJo00,Jordan Mason,MIN,RB,27.3,4,2022,,ACT,,,,,,,1788618317218.0,2.0,Active,True
00-0037539,8249,4360231,KrulLu00,Lucas Krull,DEN,TE,28.2,4,2022,,DEV,,,,,,,1788309624514.0,,Active,True
00-0037545,8676,4032473,ShahRa00,Rashid Shaheed,SEA,WR,28.0,4,2022,,ACT,,,,,,,1788964826270.0,2.0,Active,True
00-0037557,8195,4243003,RiveRo01,Ronnie Rivers,LA,RB,27.6,4,2022,,ACT,,,,,,,1779560456797.0,3.0,Active,True
00-0037563,8800,4240603,DaviMa02,Malik Davis,DAL,RB,27.8,4,2022,,ACT,,,,,,,1788843345303.0,2.0,Active,True
00-0037570,8801,4572786,HousDe01,Dennis Houston,TB,WR,27.4,4,2022,,CUT,Questionable,,Groin,,,,1788147608040.0,,Inactive,True
00-0037594,8254,4367567,ChesJu00,Julius Chestnut,TEN,RB,25.9,4,2022,,ACT,,,,,,,1780024825668.0,4.0,Active,True
00-0037614,8147,4567096,MetcJo00,John Metchie III,CAR,WR,26.1,4,2022,44.0,ACT,,,,,,,1787988043652.0,4.0,Active,True
00-0037617,8123,4372071,HaskHa00,Hassan Haskins,NE,RB,26.8,4,2022,131.0,DEV,,,,,,,1788399036070.0,,Active,True
00-0037664,8142,4360078,PierAl00,Alec Pierce,IND,WR,26.4,4,2022,53.0,ACT,Questionable,,Heel,,,,1788987347473.0,1.0,Active,True
00-0037666,8117,4249417,TolbJa00,Jalen Tolbert,MIA,WR,27.5,4,2022,88.0,ACT,,,,,,,1788640524274.0,3.0,Active,True
00-0037708,8921,3914307,AlexMa02,Maurice Alexander,CHI,WR,29.7,6,2022,,CUT,,,,,,,1768955410655.0,,Active,True
00-0037740,8146,4569618,WilsGa00,Garrett Wilson,NYJ,WR,26.1,4,2022,10.0,ACT,,,,,,,1788464106858.0,1.0,Active,True
00-0037741,8119,4361409,DotsJa00,Jahan Dotson,ATL,WR,26.5,4,2022,16.0,ACT,,,,,,,1788021647085.0,2.0,Active,True
00-0037742,8135,4567156,BurkTr00,Treylon Burks,WAS,WR,26.5,4,2022,18.0,ACT,,,,,,,1788629118458.0,4.0,Active,True
00-0037744,8130,4361307,McBrTr01,Trey McBride,ARI,TE,26.8,4,2022,55.0,ACT,,,,,,,1788756935922.0,1.0,Active,True
00-0037745,8223,4035693,JoneVe00,Velus Jones Jr.,SEA,RB,29.3,4,2022,71.0,DEV,,,,,,,1788989746529.0,,Active,True
00-0037746,8154,4241474,RobiBr01,Brian Robinson,ATL,RB,27.5,4,2022,98.0,ACT,,,,,,,1788812142771.0,2.0,Active,True
00-0037755,8219,4241410,WoodJe01,Jelani Woods,NYJ,TE,27.9,4,2022,73.0,ACT,,,,,,,1786056059392.0,4.0,Active,True
00-0037801,8917,3676833,TurpKa00,KaVontae Turpin,DAL,WR,30.1,7,2022,,ACT,,,,,,,1787282154767.0,4.0,Active,True
00-0037805,8145,4361372,RuckJe00,Jeremy Ruckert,NYJ,TE,26.1,4,2022,101.0,ACT,,,,,,,1780442450236.0,3.0,Active,True
00-0037809,8210,4360635,OkonCh00,Chig Okonkwo,WAS,TE,27.0,4,2022,143.0,ACT,,,,,,,1788834944462.0,1.0,Active,True
00-0037816,8121,4361432,DoubRo00,Romeo Doubs,NE,WR,26.4,4,2022,132.0,ACT,,,,,,,1788933023080.0,2.0,Active,True
00-0037828,8176,4689546,GrayDa02,Danny Gray,PHI,WR,27.4,4,2022,105.0,DEV,,,,,,,1788282620408.0,,Active,True
00-0037834,8183,4361741,PurdBr00,Brock Purdy,SF,QB,26.7,4,2022,262.0,ACT,,,,,,,1788701730242.0,1.0,Active,True
00-0037837,8125,4243389,AustCa00,Calvin Austin III,NYG,WR,27.5,4,2022,138.0,RES,IR,,Knee,,,,1787873754443.0,7.0,Inactive,True
00-0037838,8131,4361050,LikeIs00,Isaiah Likely,NYG,TE,26.4,4,2022,139.0,ACT,,,,,,,1788445541494.0,1.0,Active,True
00-0037840,8150,4430737,WillKy02,Kyren Williams,LA,RB,26.0,4,2022,164.0,ACT,,,,,,,1788614116896.0,1.0,Active,True
00-0038040,8139,4361777,WhitZa01,Zamir White,NO,RB,27.0,4,2022,122.0,DEV,,,,,,,1788403535586.0,,Active,True
00-0038041,8110,4242355,FergJa00,Jake Ferguson,DAL,TE,27.6,4,2022,129.0,ACT,,,,,,,1788539722708.0,1.0,Active,True
00-0038046,8127,4241263,KolaCh00,Charlie Kolar,LAC,TE,27.6,4,2022,128.0,ACT,,,,,,,1788881749731.0,3.0,Active,True
00-0038090,8168,4430191,MoorSk01,Skyy Moore,GB,WR,26.0,4,2022,54.0,ACT,,,,,,,1788910521940.0,5.0,Active,True
00-0038092,8114,4362186,EzukEr00,Erik Ezukanma,PHI,WR,26.6,4,2022,125.0,CUT,,,,,,,1781619622337.0,,Active,True
00-0038098,8116,4249836,StroPi00,Pierre Strong,GB,RB,27.7,4,2022,127.0,DEV,,,,,,,1788311125635.0,,Active,True
00-0038102,8160,4240703,PickKe00,Kenny Pickett,CAR,QB,28.3,4,2022,20.0,ACT,,,,,,,1786071309541.0,2.0,Active,True
00-0038104,8188,4362921,ThorTy00,Tyquan Thornton,KC,WR,26.1,4,2022,50.0,ACT,,,,,,,1787978743145.0,3.0,Active,True
00-0038108,8157,4250360,ZappBa00,Bailey Zappe,NYJ,QB,27.4,4,2022,137.0,DEV,,,,,,,1788404435790.0,,Active,True
00-0038115,8225,4361516,BellDa00,Daniel Bellinger,TEN,TE,26.0,4,2022,112.0,ACT,,,,,,,1786290028229.0,2.0,Active,True
00-0038117,8126,4569587,RobiWa01,Wan'Dale Robinson,TEN,WR,25.7,4,2022,43.0,ACT,,,,,,,1788988546732.0,2.0,Active,True
00-0038120,8155,4427366,HallBr03,Breece Hall,NYJ,RB,25.3,4,2022,36.0,ACT,,,,,,,1788985847561.0,1.0,Active,True
00-0038124,8167,4248528,WatsCh00,Christian Watson,GB,WR,27.3,4,2022,34.0,ACT,,,,,,,1788711931353.0,1.0,Active,True
00-0038128,8161,4242512,WillMa12,Malik Willis,MIA,QB,27.3,4,2022,86.0,ACT,,,,,,,1788906620891.0,1.0,Active,True
00-0038129,8111,4243331,OttoCa00,Cade Otton,TB,TE,27.4,4,2022,106.0,ACT,,,,,,,1788550822761.0,1.0,Active,True
00-0038134,8151,4567048,WalkKe00,Kenneth Walker III,KC,RB,25.9,4,2022,41.0,ACT,,,,,,,1788621917593.0,1.0,Active,True
00-0038145,8924,,,Thomas Odukoya,KC,TE,29.3,4,2022,,EXE,,,,,,,1788740134498.0,,Active,True
00-0038181,11520,3915802,JackLu00,Lucky Jackson,DET,WR,29.1,6,2023,,DEV,,,,,,,1788310524623.0,,Active,True
00-0038359,11168,4386544,SmitXa00,Xavier Smith,LA,WR,29.0,3,2023,,ACT,,,,,,,1781299233276.0,7.0,Active,True
00-0038389,9227,4429202,AbanIs00,Israel Abanikanda,DAL,RB,23.9,3,2023,143.0,DEV,,,,,,,1788309624482.0,,Active,True
00-0038391,10983,4259592,ClifSe00,Sean Clifford,CIN,QB,28.2,3,2023,149.0,DEV,,,,,,,1788309024564.0,,Active,True
00-0038393,9486,4428850,WickDo00,Dontayvion Wicks,PHI,WR,25.2,3,2023,159.0,ACT,,,,,,,1788878149480.0,2.0,Active,True
00-0038394,10220,4362523,MallWi00,Will Mallory,IND,TE,27.2,3,2023,162.0,RES,IR,,Thumb,,,,1788196514145.0,5.0,Active,True
00-0038396,10223,4570561,GrayEr01,Eric Gray,NYG,RB,26.8,3,2023,172.0,CUT,,,,,,,1788124258891.0,,Active,True
00-0038397,9220,4569609,HullEv00,Evan Hull,ARI,RB,25.9,3,2023,176.0,DEV,,,,,,,1788237916868.0,,Active,True
00-0038400,9230,4685201,McKeTa01,Tanner McKee,PHI,QB,26.4,3,2023,188.0,ACT,,,,,,,1787975742557.0,3.0,Active,True
00-0038406,9483,4361417,KuntZa00,Zack Kuntz,DAL,TE,27.3,3,2023,220.0,CUT,,,,,,,1786077910234.0,,Active,True
00-0038409,9510,4428119,NichLe00,Lew Nichols III,PIT,RB,25.1,3,2023,235.0,DEV,,,,,,,1788405038165.0,,Active,True
00-0038416,11256,4434153,BageTy00,Tyson Bagent,CHI,QB,26.3,3,2023,,ACT,Questionable,,Back,,,,1788985248013.0,3.0,Active,True
00-0038440,11299,4257364,ScotZa00,Zavier Scott,CHI,RB,27.1,3,2023,,DEV,,,,,,,1788309024526.0,,Active,True
00-0038454,9511,4596334,MitcKe01,Keaton Mitchell,LAC,RB,24.6,3,2023,,ACT,Questionable,,Undisclosed,,,,1788991246662.0,2.0,Active,True
00-0038458,11384,4249616,WrigOw00,Owen Wright,HOU,RB,27.5,3,2023,,CUT,,,,,,,1788042650362.0,,Active,True
00-0038476,11292,4240391,DeViTo00,Tommy DeVito,NE,QB,28.1,3,2023,,ACT,,,,,,,1779920431123.0,2.0,Active,True
00-0038488,11280,4243176,RussBr00,Brady Russell,SEA,RB,28.0,3,2023,,ACT,,,,,,,1781216404114.0,6.0,Active,True
00-0038489,11273,4372070,VanSBe00,Ben VanSumeren,KC,RB,26.3,3,2023,,DEV,,,,,,,,,,
00-0038492,11311,4689988,BrowJa07,Jason Brownlee,KC,WR,27.6,3,2023,,CUT,,,,,,,1769474135133.0,,Active,True
00-0038496,11306,4427278,GipsXa00,Xavier Gipson,NYG,WR,25.5,3,2023,,CUT,,,,,,,1767483648221.0,,Active,True
00-0038498,11304,4248557,JenkEJ00,E.J. Jenkins,PHI,TE,27.8,3,2023,,ACT,,,,,,,1768343419420.0,5.0,Active,True
00-0038519,11320,4372716,RemiNi00,Nikko Remigio,KC,WR,26.8,3,2023,,ACT,,,,,,,1782253224042.0,6.0,Active,True
00-0038542,9509,4430807,RobiBi01,Bijan Robinson,ATL,RB,24.6,3,2023,8.0,ACT,,,,,,,1788527720297.0,1.0,Active,True
00-0038543,9488,4430878,SmitJa06,Jaxon Smith-Njigba,SEA,WR,24.6,3,2023,20.0,ACT,,,,,,,1788466507078.0,1.0,Active,True
00-0038544,9754,4429025,JohnQu02,Quentin Johnston,LAC,WR,25.0,3,2023,21.0,ACT,,,,,,,1788553522367.0,2.0,Active,True
00-0038547,10871,4372096,SchoLu00,Luke Schoonmaker,DAL,TE,27.9,3,2023,58.0,ACT,,,,,,,1780438849885.0,2.0,Active,True
00-0038550,9998,4240858,HookHe00,Hendon Hooker,TEN,QB,28.7,3,2023,68.0,DEV,,,,,,,1788482416635.0,,Active,True
00-0038551,9757,4599739,MillKe01,Kendre Miller,NO,RB,24.2,3,2023,71.0,ACT,,,,,,,1788990347758.0,2.0,Active,True
00-0038555,9225,4429013,BigsTa00,Tank Bigsby,PHI,RB,24.0,3,2023,88.0,ACT,,,,,,,1788970534035.0,2.0,Active,True
00-0038558,9479,4430802,WashDa03,Darnell Washington,PIT,TE,25.1,3,2023,93.0,ACT,,,,,,,1788390634666.0,2.0,Active,True
00-0038559,10232,4360761,WilsMi02,Michael Wilson,ARI,WR,26.5,3,2023,94.0,ACT,,,,,,,1788455106623.0,2.0,Active,True
00-0038563,10213,4428718,TuckTr00,Tre Tucker,LV,WR,25.5,3,2023,100.0,ACT,,,,,,,1788962726159.0,1.0,Active,True
00-0038564,10210,4372026,LatuCa01,Cameron Latu,NE,TE,26.5,3,2023,101.0,ACT,,,,,,,1788233418179.0,4.0,Active,True
00-0038573,10234,4362477,DaviDe02,Derius Davis,LAC,WR,26.0,3,2023,125.0,ACT,,,,,,,1782253224110.0,6.0,Active,True
00-0038576,10228,4257188,JoneCh11,Charlie Jones,NYG,WR,27.9,3,2023,131.0,DEV,,,,,,,1788400536464.0,,Active,True
00-0038579,10866,4260394,OConAi00,Aidan O'Connell,LV,QB,28.0,3,2023,135.0,ACT,,,,,,,1779924031748.0,2.0,Active,True
00-0038589,10212,4360086,WhylJo01,Josh Whyle,GB,TE,27.0,3,2023,147.0,ACT,,,,,,,1786481443031.0,3.0,Active,True
00-0038590,9489,4361426,ShorJu00,Justin Shorter,LV,WR,26.4,3,2023,150.0,RES,IR,,Undisclosed,,,,1777937415977.0,9.0,Inactive,True
00-0038597,9224,4362238,BrowCh10,Chase Brown,CIN,RB,26.5,3,2023,163.0,ACT,,,,,,,1788619217404.0,1.0,Active,True
00-0038606,9487,4432620,WashPa01,Parker Washington,JAX,WR,24.5,3,2023,185.0,ACT,,,,,,,1788981045275.0,1.0,Active,True
00-0038608,9504,4429022,BoutKa00,Kayshon Boutte,HOU,WR,24.3,3,2023,187.0,ACT,,,,,,,1788981945452.0,2.0,Active,True
00-0038611,10219,4362619,RodrCh00,Chris Rodriguez Jr.,JAX,RB,27.0,3,2023,193.0,ACT,,,,,,,1788986448502.0,2.0,Active,True
00-0038614,10994,4373684,MatlSc00,Scott Matlock,LAC,RB,26.2,3,2023,200.0,RES,,,,,,,,,,
00-0038618,10218,4686422,HutcXa00,Xavier Hutchinson,HOU,WR,26.3,3,2023,205.0,ACT,,,,,,,1787588439020.0,4.0,Active,True
00-0038619,10226,4368003,IosiAn00,Andrei Iosivas,CIN,WR,26.9,3,2023,206.0,ACT,,,,,,,1788630318483.0,3.0,Active,True
00-0038621,9501,4427095,DougDe00,DeMario Douglas,NE,WR,25.8,3,2023,210.0,ACT,,,,,,,1788702030395.0,3.0,Active,True
00-0038622,9505,4431453,VaugDe00,Deuce Vaughn,HOU,RB,24.9,3,2023,212.0,CUT,,,,,,,1788063052761.0,,Active,True
00-0038640,11034,4692835,BrooJa03,Jalen Brooks,ARI,WR,26.3,3,2023,244.0,ACT,,,,,,,1788060952486.0,4.0,Active,True
00-0038643,10224,4360290,WillBr06,Brayden Willis,SF,TE,26.8,3,2023,247.0,CUT,,,,,,,1788739834439.0,,Active,True
00-0038647,10221,4372063,BellRo01,Ronnie Bell,LV,WR,26.6,3,2023,253.0,DEV,,,,,,,1788852048199.0,,Active,True
00-0038658,11065,4361182,,Adrian Martinez,SF,QB,26.7,3,2023,,CUT,,,,,,,1788063652698.0,,Active,True
00-0038667,11139,4241588,CookEl00,Elijah Cooks,CAR,WR,27.9,3,2023,,CUT,,,,,,,1788031248608.0,,Active,True
00-0038678,11378,4243004,MimsJo00,Jordan Mims,PHI,RB,27.2,3,2023,,CUT,,,,,,,1787934928498.0,,Active,True
00-0038679,11377,4241476,ShavTy00,Tyrell Shavers,BUF,WR,27.1,3,2023,,RES,PUP,Surgery,Knee - ACL,,,,1788292822435.0,8.0,Active,True
00-0038685,11370,3149687,BrooCh00,Chris Brooks,GB,RB,26.7,3,2023,,ACT,,,,,,,1788898551487.0,2.0,Active,True
00-0038705,11199,4362478,DemeEm00,Emari Demercado,DAL,RB,27.6,3,2023,,ACT,,,,,,,1788207014965.0,3.0,Active,True
00-0038710,11201,4362018,WhitBl01,Blake Whiteheart,CLE,TE,26.5,3,2023,,ACT,,,,,,,1780442450453.0,2.0,Active,True
00-0038720,11371,4365395,HillJu02,Julian Hill,NE,TE,26.2,3,2023,,RES,IR,,Knee,,,,1780442450470.0,5.0,Inactive,True
00-0038728,11056,4430681,WaynJa01,Jared Wayne,HOU,WR,25.9,3,2023,,ACT,,,,,,,1768958411063.0,,Active,True
00-0038735,11508,4242442,FantPr00,Princeton Fant,DAL,TE,27.5,3,2023,,RES,IR,Surgery,Knee - ACL + MCL,,,,1786078510328.0,5.0,Inactive,True
00-0038738,11510,4383396,LuepHu00,Hunter Luepke,DAL,RB,26.5,3,2023,,ACT,,,,,,,,,,
00-0038740,11506,4426990,MoreJa01,Jalen Moreno-Cropper,NO,WR,25.4,3,2023,,DEV,,,,,,,1788400836593.0,,Active,True
00-0038752,10867,4360405,BoboJa00,Jake Bobo,SEA,WR,28.1,3,2023,,RES,IR,,Knee,,,,1787423424538.0,6.0,Inactive,True
00-0038783,11433,4383440,AdkiNa00,Nate Adkins,DEN,TE,27.2,3,2023,,ACT,,,,,,,1786404331736.0,3.0,Active,True
00-0038794,11439,4722893,McLaJa00,Jaleel McLaughlin,CLE,RB,26.0,3,2023,,DEV,,,,,,,1788311723384.0,,Active,True
00-0038797,11435,4887558,WilsEm00,Emanuel Wilson,SEA,RB,27.3,3,2023,,ACT,,,,,,,1788903022055.0,3.0,Active,True
00-0038809,11082,4373030,SimsBe00,Ben Sims,MIA,TE,26.3,3,2023,,RES,IR,,Undisclosed,,,,1788306623889.0,6.0,Inactive,True
00-0038824,11421,4369466,MillRy01,Ryan Miller,MIA,WR,26.6,3,2023,,ACT,,,,,,,1787935828716.0,6.0,Active,True
00-0038839,11068,4690070,TinsMi00,Mitchell Tinsley,HOU,WR,27.0,3,2023,,DEV,,,,,,,1788269418949.0,,Active,True
00-0038840,11157,4360763,TremBr00,Brycen Tremayne,CAR,WR,26.8,3,2023,,ACT,,,,,,,1776728135079.0,6.0,Active,True
00-0038883,11232,4247942,WinsIs00,Isaiah Winstead,PIT,WR,27.1,3,2023,,CUT,,,,,,,1787958039817.0,,Active,True
00-0038891,11257,4361332,JackSh01,Shedrick Jackson,LV,WR,26.9,3,2023,,CUT,,,,,,,1770860102890.0,,Active,True
00-0038896,11237,4383429,SaylJa00,Jacob Saylors,DET,RB,26.5,3,2023,,ACT,,,,,,,1788922522169.0,2.0,Active,True
00-0038911,10860,4240069,CunnMa00,Malik Cunningham,DET,WR,27.9,3,2023,,CUT,,,,,,,1767686710750.0,,Active,True
00-0038930,11186,4248425,WashCa00,Carlos Washington,MIA,RB,27.7,3,2023,,DEV,,,,,,,1788319225531.0,,Active,True
00-0038933,10236,4385690,KincDa00,Dalton Kincaid,BUF,TE,26.9,3,2023,25.0,ACT,,,,,,,1788983145509.0,1.0,Active,True
00-0038935,9480,4430539,StraBr00,Brenton Strange,JAX,TE,25.7,3,2023,61.0,ACT,,,,,,,1788814542281.0,1.0,Active,True
00-0038938,9497,4692590,HyatJa00,Jalin Hyatt,NYG,WR,25.0,3,2023,73.0,DEV,,,,,,,1788226213024.0,,Active,True
00-0038941,9490,4565908,ScotTy00,Tyler Scott,LA,WR,24.9,3,2023,133.0,CUT,,,,,,,1788121257461.0,,Active,True
00-0038951,9506,4430871,TuckSe00,Sean Tucker,TB,RB,24.9,3,2023,,ACT,Questionable,,Undisclosed,,,,1788993048126.0,3.0,Active,True
00-0038953,11474,4363551,DrumDy00,Dylan Drummond,ATL,WR,26.6,3,2023,,DEV,,,,,,,1788237916883.0,,Active,True
00-0038976,9494,4686472,MimsMa00,Marvin Mims Jr.,DEN,WR,24.5,3,2023,63.0,ACT,Questionable,,Foot,,,,1788971133989.0,4.0,Active,True
00-0038977,9502,4366031,DellNa00,Tank Dell,HOU,WR,26.9,3,2023,69.0,RES,IR,Surgery,Knee - ACL + MCL,,,,1788928822738.0,6.0,Inactive,True
00-0038979,10444,4369863,TillCe01,Cedric Tillman,NO,WR,26.4,3,2023,74.0,DEV,,,,,,,1788402935623.0,,Active,True
00-0038994,9756,4429205,AddiJo00,Jordan Addison,MIN,WR,24.6,3,2023,23.0,ACT,,,,,,,1788465306980.0,2.0,Active,True
00-0038996,9484,4572680,KrafTu00,Tucker Kraft,GB,TE,25.8,3,2023,78.0,ACT,,,,,,,1788994246524.0,1.0,Active,True
00-0038997,9500,4688813,DownJo00,Josh Downs,IND,WR,25.1,3,2023,79.0,ACT,,,,,,,1788989146702.0,2.0,Active,True
00-0038998,10215,4243322,HaenJa00,Jake Haener,NYG,QB,27.5,3,2023,127.0,DEV,,,,,,,1788235215827.0,,Active,True
