gsis_id,name,team,position,espn_rank,sleeper_rank,depth_disagreement,status_flag,play_prob,injury_body_part,practice,news_age_hours,n_blockers,blockers_out,opportunity_ahead,blocked_by
00-0034981,Foster Moreau,HOU,TE,2,2.0,0.0,healthy,0.97,,,36.9,1,0,0.006,Dalton Schultz (healthy)
00-0041472,Marlin Klein,HOU,TE,3,3.0,0.0,healthy,0.97,,,809.0,2,0,0.007,Dalton Schultz (healthy); Foster Moreau (healthy)
00-0039359,Cade Stover,HOU,TE,4,4.0,0.0,healthy,0.97,,,2729.0,3,0,0.008,Dalton Schultz (healthy); Foster Moreau (healthy); Marlin Klein (healthy)
00-0036556,Brevin Jordan,HOU,TE,5,5.0,0.0,healthy,0.97,,,351.1,4,0,0.009,Dalton Schultz (healthy); Foster Moreau (healthy); Marlin Klein (healthy); Cade Stover (healthy)
00-0036554,Nico Collins,HOU,WR,1,1.0,0.0,questionable,0.72,Hamstring,,17.9,0,0,0.0,nobody
00-0038618,Xavier Hutchinson,HOU,WR,2,3.0,1.0,healthy,0.97,,,46.7,1,0,0.066,Nico Collins (questionable)
00-0038608,Kayshon Boutte,HOU,WR,3,2.0,1.0,healthy,0.97,,,48.2,2,0,0.07,Nico Collins (questionable); Xavier Hutchinson (healthy)
00-0040138,Jaylin Noel,HOU,WR,4,4.0,0.0,healthy,0.97,,,36.6,3,0,0.074,Nico Collins (questionable); Xavier Hutchinson (healthy); Kayshon Boutte (healthy)
00-0038728,Jared Wayne,HOU,WR,5,,,healthy,0.97,,,36.8,4,0,0.076,Nico Collins (questionable); Xavier Hutchinson (healthy); Kayshon Boutte (healthy); Jaylin Noel (healthy)
00-0038977,Tank Dell,HOU,WR,6,6.0,0.0,ir,0.02,Knee - ACL + MCL,,370.6,5,0,0.076,Nico Collins (questionable); Xavier Hutchinson (healthy); Kayshon Boutte (healthy); Jaylin Noel (healthy); Jared Wayne (healthy)
00-0040130,Jayden Higgins,HOU,WR,7,10.0,3.0,ir,0.02,Knee - ACL,,812.1,6,1,0.076,Nico Collins (questionable); Xavier Hutchinson (healthy); Kayshon Boutte (healthy); Jaylin Noel (healthy); Jared Wayne (healthy); Tank Dell (ir)
00-0035710,Daniel Jones,IND,QB,1,1.0,0.0,healthy,0.97,,,49.7,0,0,0.0,nobody
00-0039164,Anthony Richardson Sr.,IND,QB,2,2.0,0.0,healthy,0.97,,,138.6,1,0,0.0,Daniel Jones (healthy)
00-0040206,Riley Leonard,IND,QB,3,3.0,0.0,healthy,0.97,,,88.2,2,0,0.0,Daniel Jones (healthy); Anthony Richardson Sr. (healthy)
00-0036223,Jonathan Taylor,IND,RB,1,1.0,0.0,healthy,0.97,,,70.9,0,0,0.0,nobody
00-0041125,Seth McGowan,IND,RB,2,2.0,0.0,healthy,0.97,,,42.8,1,0,0.023,Jonathan Taylor (healthy)
00-0040179,DJ Giddens,IND,RB,3,3.0,0.0,healthy,0.97,,,15.9,2,0,0.025,Jonathan Taylor (healthy); Seth McGowan (healthy)
00-0040128,Tyler Warren,IND,TE,1,1.0,0.0,healthy,0.97,,,70.9,0,0,0.0,nobody
00-0033217,Mo Alie-Cox,IND,TE,2,2.0,0.0,healthy,0.97,,,2729.0,1,0,0.007,Tyler Warren (healthy)
00-0037292,Drew Ogletree,IND,TE,3,3.0,0.0,healthy,0.97,,,256.7,2,0,0.007,Tyler Warren (healthy); Mo Alie-Cox (healthy)
00-0038394,Will Mallory,IND,TE,4,5.0,1.0,ir,0.02,Thumb,,574.1,3,0,0.008,Tyler Warren (healthy); Mo Alie-Cox (healthy); Drew Ogletree (healthy)
00-0040853,Carson Towt,IND,TE,5,6.0,1.0,ir,0.02,Undisclosed,,872.0,4,1,0.008,Tyler Warren (healthy); Mo Alie-Cox (healthy); Drew Ogletree (healthy); Will Mallory (ir)
00-0038997,Josh Downs,IND,WR,1,1.0,0.0,healthy,0.97,,,70.9,0,0,0.0,nobody
00-0030279,Keenan Allen,IND,WR,2,2.0,0.0,healthy,0.97,,,66.8,1,0,0.007,Josh Downs (healthy)
00-0035535,Darius Slayton,IND,WR,3,5.0,2.0,healthy,0.97,,,61.7,2,0,0.012,Josh Downs (healthy); Keenan Allen (healthy)
00-0032951,Laquon Treadwell,IND,WR,4,3.0,1.0,healthy,0.97,,,34.9,3,0,0.015,Josh Downs (healthy); Keenan Allen (healthy); Darius Slayton (healthy)
00-0035021,Ashton Dulin,IND,WR,5,4.0,1.0,questionable,0.72,Ankle,,15.7,4,0,0.017,Josh Downs (healthy); Keenan Allen (healthy); Darius Slayton (healthy); Laquon Treadwell (healthy)
00-0041132,Deion Burks,IND,WR,6,6.0,0.0,healthy,0.97,,,3522.0,5,0,0.026,Josh Downs (healthy); Keenan Allen (healthy); Darius Slayton (healthy); Laquon Treadwell (healthy); Ashton Dulin (questionable)
00-0037664,Alec Pierce,IND,WR,7,9.0,2.0,out,0.02,Heel,,23.3,6,0,0.026,Josh Downs (healthy); Keenan Allen (healthy); Darius Slayton (healthy); Laquon Treadwell (healthy); Ashton Dulin (questionable); Deion Burks (healthy)
00-0035045,D.J. Montgomery,IND,WR,8,7.0,1.0,ir,0.02,Abdomen,,574.0,7,1,0.026,Josh Downs (healthy); Keenan Allen (healthy); Darius Slayton (healthy); Laquon Treadwell (healthy); Ashton Dulin (questionable); Deion Burks (healthy); Alec Pierce (out)
00-0036971,Trevor Lawrence,JAX,QB,1,1.0,0.0,healthy,0.97,,,77.6,0,0,0.0,nobody
00-0040234,Quinn Ewers,JAX,QB,2,3.0,1.0,healthy,0.97,,,92.3,1,0,0.0,Trevor Lawrence (healthy)
00-0040719,Bhayshul Tuten,JAX,RB,1,1.0,0.0,healthy,0.97,,,73.7,0,0,0.0,nobody
00-0038611,Chris Rodriguez Jr.,JAX,RB,2,2.0,0.0,healthy,0.97,,,77.4,1,0,0.014,Bhayshul Tuten (healthy)
00-0040238,LeQuint Allen Jr.,JAX,RB,3,4.0,1.0,questionable,0.72,Hip,,14.6,2,0,0.02,Bhayshul Tuten (healthy); Chris Rodriguez Jr. (healthy)
00-0032104,Ameer Abdullah,JAX,RB,4,3.0,1.0,healthy,0.97,,,35.5,3,0,0.03,Bhayshul Tuten (healthy); Chris Rodriguez Jr. (healthy); LeQuint Allen Jr. (questionable)
00-0038935,Brenton Strange,JAX,TE,1,1.0,0.0,healthy,0.97,,,77.2,0,0,0.0,nobody
00-0041503,Nate Boerkircher,JAX,TE,2,2.0,0.0,healthy,0.97,,,230.5,1,0,0.005,Brenton Strange (healthy)
00-0036590,Quintin Morris,JAX,TE,3,3.0,0.0,healthy,0.97,,,2728.0,2,0,0.005,Brenton Strange (healthy); Nate Boerkircher (healthy)
00-0041084,Tanner Koziol,JAX,TE,4,4.0,0.0,healthy,0.97,,,92.3,3,0,0.006,Brenton Strange (healthy); Nate Boerkircher (healthy); Quintin Morris (healthy)
00-0038606,Parker Washington,JAX,WR,1,1.0,0.0,healthy,0.97,,,12.3,0,0,0.0,nobody
00-0039893,Brian Thomas Jr.,JAX,WR,2,2.0,0.0,healthy,0.97,,,18.8,1,0,0.007,Parker Washington (healthy)
00-0034960,Jakobi Meyers,JAX,WR,3,3.0,0.0,questionable,0.72,Thumb,,18.6,2,0,0.013,Parker Washington (healthy); Brian Thomas Jr. (healthy)
00-0041100,Josh Cameron,JAX,WR,4,5.0,1.0,healthy,0.97,,,35.7,3,0,0.056,Parker Washington (healthy); Brian Thomas Jr. (healthy); Jakobi Meyers (questionable)
00-0040718,Travis Hunter,JAX,WR,5,,,healthy,0.97,,,,4,0,0.057,Parker Washington (healthy); Brian Thomas Jr. (healthy); Jakobi Meyers (questionable); Josh Cameron (healthy)
00-0041106,CJ Williams,JAX,WR,6,9.0,3.0,healthy,0.97,,,92.2,5,0,0.058,Parker Washington (healthy); Brian Thomas Jr. (healthy); Jakobi Meyers (questionable); Josh Cameron (healthy); Travis Hunter (healthy)
00-0033873,Patrick Mahomes,KC,QB,1,1.0,0.0,healthy,0.97,,,71.6,0,0,0.0,nobody
00-0036945,Justin Fields,KC,QB,2,2.0,0.0,healthy,0.97,,,779.3,1,0,0.0,Patrick Mahomes (healthy)
00-0040906,Garrett Nussmeier,KC,QB,3,3.0,0.0,healthy,0.97,,,88.1,2,0,0.0,Patrick Mahomes (healthy); Justin Fields (healthy)
00-0038134,Kenneth Walker III,KC,RB,1,1.0,0.0,healthy,0.97,,,71.6,0,0,0.0,nobody
00-0041013,Emmett Johnson,KC,RB,2,2.0,0.0,healthy,0.97,,,66.6,1,0,0.02,Kenneth Walker III (healthy)
00-0040078,Brashard Smith,KC,RB,3,3.0,0.0,healthy,0.97,,,133.4,2,0,0.023,Kenneth Walker III (healthy); Emmett Johnson (healthy)
00-0030506,Travis Kelce,KC,TE,1,1.0,0.0,healthy,0.97,,,71.3,0,0,0.0,nobody
00-0036637,Noah Gray,KC,TE,2,2.0,0.0,healthy,0.97,,,58.9,1,0,0.006,Travis Kelce (healthy)
00-0040081,Jake Briningstool,KC,TE,3,4.0,1.0,healthy,0.97,,,206.8,2,0,0.008,Travis Kelce (healthy); Noah Gray (healthy)
00-0039824,Jared Wiley,KC,TE,4,3.0,1.0,healthy,0.97,,,2512.0,3,0,0.008,Travis Kelce (healthy); Noah Gray (healthy); Jake Briningstool (healthy)
00-0040955,John Michael Gyllenborg,KC,TE,5,6.0,1.0,ir,0.02,Knee,,1385.3,4,0,0.008,Travis Kelce (healthy); Noah Gray (healthy); Jake Briningstool (healthy); Jared Wiley (healthy)
00-0039067,Rashee Rice,KC,WR,1,1.0,0.0,healthy,0.97,,,18.4,0,0,0.0,nobody
00-0039894,Xavier Worthy,KC,WR,2,2.0,0.0,healthy,0.97,,,60.1,1,0,0.006,Rashee Rice (healthy)
00-0038104,Tyquan Thornton,KC,WR,3,3.0,0.0,healthy,0.97,,,58.9,2,0,0.011,Rashee Rice (healthy); Xavier Worthy (healthy)
00-0040890,Cyrus Allen,KC,WR,4,5.0,1.0,healthy,0.97,,,38.9,3,0,0.015,Rashee Rice (healthy); Xavier Worthy (healthy); Tyquan Thornton (healthy)
00-0040646,Jalen Royals,KC,WR,5,4.0,1.0,healthy,0.97,,,34.8,4,0,0.015,Rashee Rice (healthy); Xavier Worthy (healthy); Tyquan Thornton (healthy); Cyrus Allen (healthy)
00-0038519,Nikko Remigio,KC,WR,6,6.0,0.0,healthy,0.97,,,206.8,5,0,0.016,Rashee Rice (healthy); Xavier Worthy (healthy); Tyquan Thornton (healthy); Cyrus Allen (healthy); Jalen Royals (healthy)
00-0040953,Jeff Caldwell,KC,WR,7,8.0,1.0,ir,0.02,Knee,,712.1,6,0,0.016,Rashee Rice (healthy); Xavier Worthy (healthy); Tyquan Thornton (healthy); Cyrus Allen (healthy); Jalen Royals (healthy); Nikko Remigio (healthy)
00-0040120,Jimmy Holiday,KC,WR,8,,,ir,0.02,Undisclosed,,573.6,7,1,0.016,Rashee Rice (healthy); Xavier Worthy (healthy); Tyquan Thornton (healthy); Cyrus Allen (healthy); Jalen Royals (healthy); Nikko Remigio (healthy); Jeff Caldwell (ir)
00-0026498,Matthew Stafford,LA,QB,1,1.0,0.0,healthy,0.97,,,51.5,0,0,0.0,nobody
00-0039107,Stetson Bennett IV,LA,QB,2,2.0,0.0,healthy,0.97,,,302.7,1,0,0.0,Matthew Stafford (healthy)
00-0041568,Ty Simpson,LA,QB,3,3.0,0.0,healthy,0.97,,,64.2,2,0,0.0,Matthew Stafford (healthy); Stetson Bennett IV (healthy)
00-0041414,Matthew Caldwell,LA,QB,4,,,healthy,0.97,,,,3,0,0.0,Matthew Stafford (healthy); Stetson Bennett IV (healthy); Ty Simpson (healthy)
00-0037840,Kyren Williams,LA,RB,1,1.0,0.0,healthy,0.97,,,51.3,0,0,0.0,nobody
00-0039738,Blake Corum,LA,RB,2,2.0,0.0,healthy,0.97,,,51.3,1,0,0.016,Kyren Williams (healthy)
00-0037557,Ronnie Rivers,LA,RB,3,3.0,0.0,ir,0.02,Calf,,14.9,2,0,0.028,Kyren Williams (healthy); Blake Corum (healthy)
00-0036244,Colby Parkinson,LA,TE,1,2.0,1.0,questionable,0.72,Knee,,11.3,0,0,0.0,nobody
00-0040737,Terrance Ferguson,LA,TE,2,1.0,1.0,questionable,0.72,Ankle,,11.3,1,0,0.025,Colby Parkinson (questionable)
00-0039074,Davis Allen,LA,TE,3,4.0,1.0,healthy,0.97,,,39.3,2,0,0.047,Colby Parkinson (questionable); Terrance Ferguson (questionable)
00-0033110,Tyler Higbee,LA,TE,4,3.0,1.0,healthy,0.97,,,39.0,3,0,0.047,Colby Parkinson (questionable); Terrance Ferguson (questionable); Davis Allen (healthy)
00-0041510,Max Klare,LA,TE,5,5.0,0.0,healthy,0.97,,,327.1,4,0,0.048,Colby Parkinson (questionable); Terrance Ferguson (questionable); Davis Allen (healthy); Tyler Higbee (healthy)
00-0039075,Puka Nacua,LA,WR,1,1.0,0.0,questionable,0.72,Groin,,0.9,0,0,0.0,nobody
00-0031381,Davante Adams,LA,WR,2,2.0,0.0,healthy,0.97,,,51.3,1,0,0.076,Puka Nacua (questionable)
00-0039751,Jordan Whittington,LA,WR,3,4.0,1.0,questionable,0.72,Quadriceps,,14.0,2,0,0.085,Puka Nacua (questionable); Davante Adams (healthy)
00-0040590,Konata Mumpfield,LA,WR,4,3.0,1.0,healthy,0.97,,,1.0,3,0,0.093,Puka Nacua (questionable); Davante Adams (healthy); Jordan Whittington (questionable)
00-0038359,Xavier Smith,LA,WR,5,6.0,1.0,healthy,0.97,,,39.0,4,0,0.094,Puka Nacua (questionable); Davante Adams (healthy); Jordan Whittington (questionable); Konata Mumpfield (healthy)
00-0036849,Tutu Atwell,LA,WR,6,5.0,1.0,healthy,0.97,,,39.1,5,0,0.095,Puka Nacua (questionable); Davante Adams (healthy); Jordan Whittington (questionable); Konata Mumpfield (healthy); Xavier Smith (healthy)
00-0041399,CJ Daniels,LA,WR,7,,,healthy,0.97,,,,6,0,0.095,Puka Nacua (questionable); Davante Adams (healthy); Jordan Whittington (questionable); Konata Mumpfield (healthy); Xavier Smith (healthy); Tutu Atwell (healthy)
00-0036355,Justin Herbert,LAC,QB,1,1.0,0.0,healthy,0.97,,,18.1,0,0,0.0,nobody
00-0037012,Trey Lance,LAC,QB,2,2.0,0.0,healthy,0.97,,,588.1,1,0,0.0,Justin Herbert (healthy)
00-0040666,Omarion Hampton,LAC,RB,1,1.0,0.0,healthy,0.97,,,74.3,0,0,0.0,nobody
00-0038454,Keaton Mitchell,LAC,RB,2,2.0,0.0,healthy,0.97,,,61.3,1,0,0.016,Omarion Hampton (healthy)
00-0039391,Kimani Vidal,LAC,RB,3,3.0,0.0,healthy,0.97,,,35.0,2,0,0.023,Omarion Hampton (healthy); Keaton Mitchell (healthy)
00-0038046,Charlie Kolar,LAC,TE,1,4.0,3.0,out,0.02,Forearm,,20.5,0,0,0.0,nobody
00-0040189,Oronde Gadsden,LAC,TE,2,1.0,1.0,healthy,0.97,,,65.1,1,1,0.0,Charlie Kolar (out)
00-0039489,Hayden Rucci,LAC,TE,3,2.0,1.0,healthy,0.97,,,39.0,2,1,0.005,Charlie Kolar (out); Oronde Gadsden (healthy)
00-0033885,David Njoku,LAC,TE,4,3.0,1.0,ir,0.02,Lower Leg,,19.6,3,1,0.005,Charlie Kolar (out); Oronde Gadsden (healthy); Hayden Rucci (healthy)
00-0039915,Ladd McConkey,LAC,WR,1,1.0,0.0,healthy,0.97,,,15.7,0,0,0.0,nobody
00-0038544,Quentin Johnston,LAC,WR,2,2.0,0.0,healthy,0.97,,,74.2,1,0,0.008,Ladd McConkey (healthy)
