gsis_id,name,position,team,owner_name,is_starter,is_taxi,is_ir,sleeper_id,roster_fetched_at,age,years_exp,injury_status,nfl_status,draft_number,rookie_year,games,avg_opps,avg_targets,avg_carries,avg_snap_pct,avg_fpts,trend_opps,trend_snap,trend_season,baseline_source,trail_pts,season,week,source,pulled_at,proj_pass_att,proj_pass_yds,proj_pass_tds,proj_pass_int,proj_carries,proj_rush_yds,proj_rush_tds,proj_targets,proj_rec,proj_rec_yds,proj_rec_tds,proj_pts_ppr,proj_pts_half,proj_pts_std,proj_opps,proj_carry_share,proj_target_share,proj_pts_league,w_proj,E_opps,E_targets,E_carries,opponent,total_line,home,dvp_rank,mult,E_pts,pts_mix,depth_rank,prev_rank,confidence,conf,flag,why,peak_snap_3g,peak_opps_3g,role_games,role_opps,role_snap,ceiling_pts,median_pts
00-0040691,Jaxson Dart,QB,NYG,MrMasculinity,0,0,0,12508,2026-09-24T16:40:27Z,23.4,1,Out,ACT,25.0,2025,2.0,5.660714285714286,0.0,5.660714285714286,0.6291071428571429,14.588928571428571,-11.0,-0.88,current,75% current / 25% prior,15.933333333333332,2026,3,sleeper,2026-09-24T16:40:29Z,,,,,,,,,,,,,,,0.0,,,0.0,0.5,2.8,0.0,2.8,TEN,38.5,1,23.0,0.955,,50% projection,2.0,2.0,0.0,Low,OUT,"2.8 exp opps (proj 0, recent 6) · QB2 · vs TEN (DvP 23, -5%) · Low confidence · OUT",1.0,10.0,13.0,7.3,0.971,26.9,20.1
00-0039910,Jayden Daniels,QB,WAS,patjc,0,0,0,11566,2026-09-24T16:40:27Z,25.8,2,Out,ACT,2.0,2024,2.0,6.571428571428571,0.0,6.571428571428571,0.8069642857142858,16.23142857142857,2.0,-0.45,current,75% current / 25% prior,11.706666666666665,2026,3,sleeper,2026-09-24T16:40:29Z,,,,,,,,,,,,,,,0.0,,,0.0,0.5,3.3,0.0,3.3,SEA,40.5,1,32.0,0.888,,50% projection,1.0,1.0,0.0,Low,OUT,"3.3 exp opps (proj 0, recent 7) · QB1 · vs SEA (DvP 32, -11%) · Low confidence · OUT",1.0,9.333,9.0,7.8,0.874,20.4,17.7
00-0038134,Kenneth Walker III,RB,KC,MrMasculinity,1,0,0,8151,2026-09-24T16:40:27Z,25.9,4,,ACT,41.0,2022,2.0,27.404411764705884,6.529411764705882,20.875,0.6797058823529412,24.534558823529416,5.0,0.14,current,75% current / 25% prior,22.900000000000002,2026,3,sleeper,2026-09-24T16:40:29Z,,,,,17.89,87.9,0.68,4.04,3.58,29.38,0.21,20.52,18.73,16.94,21.93,0.65,0.135,18.86,0.5,24.7,5.3,19.4,MIA,45.5,0,3.0,1.105,23.1,50% projection,1.0,1.0,0.8,High,,"24.7 exp opps (proj 22, recent 27) · RB1 · 65% of team carries · vs MIA (DvP 3, +10%) · High confidence",0.64,27.667,17.0,17.4,0.516,21.4,9.1
00-0032764,Derrick Henry,RB,BAL,thewrightdek,1,0,0,3198,2026-09-24T16:40:27Z,32.7,10,,ACT,45.0,2016,2.0,21.323529411764707,1.8088235294117647,19.514705882352942,0.5375735294117647,23.985294117647058,-6.0,-0.01,current,75% current / 25% prior,21.2,2026,3,sleeper,2026-09-24T16:40:29Z,,,,,15.99,94.75,0.91,1.75,1.47,14.68,0.07,18.29,17.55,16.82,17.740000000000002,0.567,0.064,17.56,0.5,19.5,1.8,17.8,DAL,52.5,0,8.0,1.068,20.7,50% projection,1.0,1.0,0.83,High,,"19.5 exp opps (proj 18, recent 21) · RB1 · 57% of team carries · vs DAL (DvP 8, +7%) · High confidence",0.63,27.333,17.0,20.6,0.564,29.9,13.5
00-0039139,Jahmyr Gibbs,RB,DET,zacquem,1,0,0,9221,2026-09-24T16:40:27Z,24.5,3,,ACT,12.0,2023,2.0,26.705882352941178,6.257352941176471,20.448529411764707,0.7562499999999999,26.73308823529412,-10.0,0.09,current,75% current / 25% prior,23.400000000000002,2026,3,sleeper,2026-09-24T16:40:29Z,,,,,19.83,97.65,0.72,5.14,4.33,30.45,0.28,23.06,20.89,18.73,24.97,0.729,0.163,20.98,0.5,25.8,5.7,20.1,NYJ,47.5,1,29.0,0.91,20.2,50% projection,1.0,1.0,0.94,High,,"25.8 exp opps (proj 25, recent 27) · RB1 · 73% of team carries · vs NYJ (DvP 29, -9%) · High confidence",0.787,27.333,19.0,20.8,0.682,35.6,17.8
00-0038542,Bijan Robinson,RB,ATL,jmeanor,1,0,0,9509,2026-09-24T16:40:27Z,24.6,3,,ACT,8.0,2023,2.0,24.860294117647058,6.764705882352941,18.095588235294116,0.6754411764705882,21.352941176470587,-11.0,-0.26,current,75% current / 25% prior,14.233333333333334,2026,3,sleeper,2026-09-24T16:40:29Z,,,,,18.47,85.95,0.46,5.1,4.15,32.57,0.24,20.13,18.05,15.98,23.57,0.677,0.185,18.13,0.5,24.2,5.9,18.3,GB,42.5,0,11.0,1.045,16.9,50% projection,1.0,1.0,0.95,High,,"24.2 exp opps (proj 24, recent 25) · RB1 · 68% of team carries · vs GB (DvP 11, +4%) · High confidence",0.89,29.0,19.0,23.2,0.767,29.2,18.3
00-0036223,Jonathan Taylor,RB,IND,Lturne56,1,0,0,6813,2026-09-24T16:40:27Z,27.7,6,,ACT,41.0,2020,2.0,24.683823529411764,3.8088235294117645,20.875,0.8927205882352942,25.690441176470586,5.0,0.05,current,75% current / 25% prior,18.566666666666666,2026,3,sleeper,2026-09-24T16:40:29Z,,,,,21.48,85.74,0.9,3.49,2.85,19.99,0.11,19.38,17.96,16.53,24.97,0.759,0.122,18.06,0.5,24.8,3.6,21.2,HOU,42.5,1,31.0,0.895,16.4,50% projection,1.0,1.0,0.99,High,,"24.8 exp opps (proj 25, recent 25) · RB1 · 76% of team carries · vs HOU (DvP 31, -10%) · High confidence",0.93,26.667,19.0,22.6,0.835,33.4,15.9
00-0040122,Ashton Jeanty,RB,LV,tmwrigh,1,0,0,12527,2026-09-24T16:40:27Z,22.8,1,,ACT,6.0,2025,2.0,26.360294117647058,5.948529411764706,20.41176470588235,0.7759558823529412,19.729411764705883,-1.0,0.07,current,75% current / 25% prior,16.3,2026,3,sleeper,2026-09-24T16:40:29Z,,,,,16.93,55.35,0.36,4.83,3.85,21.56,0.31,15.52,13.6,11.67,21.759999999999998,0.7,0.161,13.64,0.5,24.1,5.4,18.7,NO,43.5,0,6.0,1.082,16.2,50% projection,1.0,1.0,0.83,High,,"24.1 exp opps (proj 22, recent 26) · RB1 · 70% of team carries · vs NO (DvP 6, +8%) · High confidence",0.903,29.333,19.0,20.8,0.778,30.0,10.9
00-0038120,Breece Hall,RB,NYJ,FYFJohnLuke,1,0,0,8155,2026-09-24T16:40:27Z,25.3,4,,ACT,36.0,2022,2.0,21.421875,3.375,18.046875,0.6221875,15.9946875,-3.0,0.07,current,75% current / 25% prior,16.8,2026,3,sleeper,2026-09-24T16:40:29Z,,,,,13.66,65.39,0.41,3.38,2.93,23.02,0.12,14.91,13.45,11.98,17.04,0.56,0.115,13.49,0.5,19.2,3.4,15.9,DET,47.5,0,12.0,1.038,15.7,50% projection,1.0,1.0,0.8,High,,"19.2 exp opps (proj 17, recent 21) · RB1 · 56% of team carries · vs DET (DvP 12, +4%) · High confidence",0.783,20.667,18.0,18.7,0.641,19.3,11.8
00-0038597,Chase Brown,RB,CIN,PSewell,1,0,0,9224,2026-09-24T16:40:27Z,26.5,3,,ACT,163.0,2023,2.0,22.330882352941178,5.419117647058823,16.91176470588235,0.6989705882352941,15.405882352941177,3.0,-0.02,current,75% current / 25% prior,14.333333333333334,2026,3,sleeper,2026-09-24T16:40:29Z,,,,,16.31,62.76,0.39,4.5,3.9,22.32,0.27,16.34,14.39,12.44,20.81,0.639,0.154,14.42,0.5,21.6,5.0,16.6,PIT,42.5,0,9.0,1.06,15.2,50% projection,1.0,1.0,0.93,High,,"21.6 exp opps (proj 21, recent 22) · RB1 · 64% of team carries · vs PIT (DvP 9, +6%) · High confidence",0.89,24.667,19.0,19.3,0.671,24.7,14.0
